44019008	τὰ
44019015	μὲν
44019039	περὶ
44020005	προσελθόντες
44020006	οὗ
44020030	ἑαυτῶν
44021023	ἀφ
44023007	λαλοῦντος
44023018	νεανίαν
44023023	δύο
44023030	τὰ
44025014	τὶς
44025017	αὐτῶν
44026021	ὄντα
44026029	ἐγώ κἀγὼ
44027023	ἐγὼ
45003012	ὁ
45003025	τῆς
45004011	καὶ
45007017	ἐνοικοῦσα
45007020	ἐγὼ
45007025	δὲ
45008011	Χριστὸν Ἰησοῦν
45008024	τις
45008028	Θεὸς εἰς ἀγαθόν τοῖς
45010005	τοῦ
45011021	μή πως
45012014	ὑμᾶς
45013009	ἐν τῷ
45014005	γὰρ
45015014	τῆς
45015017	τὴν
45015023	ἱκανῶν
45016020	Χριστοῦ
46001002	οὔσῃ ἐν Κορίνθῳ ἁγίοις σὺν πᾶσιν ἐπικαλουμένοις τὸ τῇ κλητοῖς
46001014	τῷ θεῷ
46002010	γὰρ
46003002	ἔτι
46005002	ποιήσας
46005004	Χριστοῦ
46007034	ἵνα ᾖ ἁγία πνεύματι πῶς ἀρέσῃ μεμέρισται καὶ γυνὴ σώματι μεριμνᾷ Κυρίου δὲ γαμήσασα κόσμου ἀνδρί
46008010	σὲ
46010004	πέτρα
46010009	Κύριον
46010020	τὰ ἔθνη
46010029	τί ἵνα
46011032	τοῦ
46012006	καὶ δὲ
46012010	δὲ
46012026	ἓν
46014006	ἐν
46014014	γὰρ
46014016	ἐν
46014039	μου
46015010	ἡ
46015014	καὶ
46015028	τὰ
46015053	δεῖ
46016010	ἐγὼ
46016017	ὑμῶν
47004014	κύριον
47005010	κακὸν
47007008	γὰρ
47008019	αὐτοῦ
47011030	μου
47012006	τι
48001003	ἡμῶν
48001004	περὶ
48001015	θεὸς ὁ
48002014	οὐκ
48003021	τοῦ θεοῦ ἐν
48005002	ἴδε
48005007	τῇ
48006012	Ἰησοῦ
49001018	ὑμῶν
49002005	ἐν
49003003	ὅτι
49004026	τῷ
49004028	ἰδίαις
49005014	ἔγειρε λέγει διὸ καθεύδων καὶ ἀνάστα ἐκ νεκρῶν ἐπιφαύσει σοι Χριστός
49005031	πρὸς
49006016	τὰ
50003007	Ἀλλ’
50003010	τὴν τῶν
51001018	ἀρχή πρωτότοκος ἐκ τῶν
51002023	καὶ
51003011	τὰ
52001005	ἐν
52002013	ἐστὶν ἐστιν
52003002	διάκονον
52004001	ἵνα
52004008	καὶ
52005010	περὶ
52005021	δὲ
53001002	ἡμῶν
53002006	αὐτοῦ
53002014	καὶ
53003004	καὶ
54001001	Κυρίου Ἰησοῦ
54001016	Χριστὸς
54002007	οὐ ψεύδομαι διδάσκαλος ἐθνῶν Χριστῷ
54002009	καὶ
55002003	Χριστοῦ
55002018	τὴν
55003012	εὐσεβῶς
55003015	τὰ
56002003	μηδὲ
57001003	ἡμῶν
57001025	ἡμῶν
58001008	αὐτοῦ
58002008	αὐτῷ
58003002	ὅλῳ
58004003	τὴν
58005001	τε
58005012	καὶ
58007004	καὶ
58009001	καὶ
58009026	τῆς
58011011	στεῖρα
58011032	με
58011037	ἐπειράσθησαν
58012027	τῶν
58013015	οὖν
59001020	ἐργάζεται
59002003	ἢ κάθου
59002004	καὶ
59002015	ὦσιν
59004010	τοῦ
59004012	ὁ
59004013	ἄγε
59005001	ἄγε
60001006	ἐστίν
60001012	ἐν
60003001	αἱ
60003018	ἀπέθανεν
60003022	τοῦ
60005001	οὖν ἐν ὑμῖν παρακαλῶ ὁ
60005009	τῷ
61001001	Σίμων
61001003	διὰ
61002006	ἀσεβέσιν
61002018	ὀλίγως
61002020	ἡμῶν
61003010	οὐχ
62001007	δὲ
62002006	οὕτως
62003013	Καὶ
62003019	Καὶ
62003021	ἡμῶν
62004012	ἐν ἡμῖν
62005005	δέ
62005015	ἂν
63001005	γράφων σοι
63001012	ᾖ
64001004	τῇ
65001016	αὐτῶν
66001006	τῶν αἰώνων
66002015	τῶν
66003016	οὔτε ζεστὸς
66009013	τεσσάρων
66009016	μυριάδων δύο
66010006	ἐν
66011002	καὶ ἔξω
66011011	εἰς
66011017	καὶ
66011019	Κυρίου ἐν τῷ αὐτοῦ
66012003	μέγας
66012012	οἱ
66012014	αἱ
66013005	καὶ
66013010	δεῖ εἰς αἰχμαλωσίαν
66013013	ἐκ τοῦ οὐρανοῦ
66013015	ἵνα
66013018	ἔστιν
66014003	ὡς
66014005	γὰρ
66014008	ἄγγελος
66014018	ἐξῆλθεν
66015003	αἰώνων
66016003	τὰ ζῶσα
66017007	ἐρῶ
66017013	ἐξουσίαν αὐτῶν τῷ
66017016	ἐν
66018002	ἔπεσεν μεμισημένου
66018003	πέπτωκαν
66018022	πάσης τέχνης
66019009	τοῦ θεοῦ
66019011	καλούμενος
66019012	ὡς
66019014	καὶ τὰ
66020003	λυθῆναι
66020010	καὶ
66020012	μεγάλους καὶ τοὺς
66021003	μετ μετ’ αὐτῶν
66021004	ὅτι
66021005	μοι
66021006	εἰμι
66021012	ὀνόματα τῶν
66021016	καὶ
66022008	ὅτε ἤκουσα καὶ ἀκούων
66022021	τῶν
