410080010011|ἐν|410080010041|prep|Cat="prep"|Id="7"|morphId="410080010011"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="in"
410080010021|ἐκείναις|410080010041|np|Cat="det"|Id="10"|morphId="410080010021"|Unicode="ἐκείναις"|Lemma="ἐκεῖνος"|Lang="G"|StrongNumber="G15650"|Morph="ED,,,,DFP,"|Type="Demonstrative"|Case="Dative"|Gender="Feminine"|Number="Plural"|English="those"
410080010031|ταῖς|410080010041|det|Cat="det"|Id="12"|morphId="410080010031"|Unicode="ταῖς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DFP,"|Type="Article"|Case="Dative"|Gender="Feminine"|Number="Plural"
410080010041|ἡμέραις|410080010081|ADV|Cat="noun"|Id="14"|morphId="410080010041"|Unicode="ἡμέραις"|Lemma="ἡμέρα"|Lang="G"|StrongNumber="G22500"|Morph="N,,,,,DFP,"|Case="Dative"|Gender="Feminine"|Number="Plural"|English="days"
410080010051|πάλιν,|410080010081|ADV|Cat="adv"|Id="17"|morphId="410080010051"|Unicode="πάλιν,"|Lemma="πάλιν"|Lang="G"|StrongNumber="G38250"|Morph="D,,,,,,,,,"|English="again"
410080010061|πολλοῦ|410080010071|adjp|Cat="det"|Id="22"|morphId="410080010061"|Unicode="πολλοῦ"|Lemma="πολλός"|Lang="G"|StrongNumber="G41830"|Morph="EQ,,,,GMS,"|Type="Quantifier"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="large"
410080010071|ὄχλου|410080010081|S|Cat="noun"|Id="24"|morphId="410080010071"|Unicode="ὄχλου"|Lemma="ὄχλος"|Lang="G"|StrongNumber="G37930"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="a ~ crowd"
410080010081|ὄντος,|410080010181|CL|Cat="verb"|Id="27"|morphId="410080010081"|Unicode="ὄντος,"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,PPA,GMS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="there was"
410080010091|καὶ|410080010081|conj|Cat="conj"|Id="28"|morphId="410080010091"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080010101|μὴ|410080010111|ADV|Cat="adv"|Id="32"|morphId="410080010101"|Unicode="μὴ"|Lemma="μή"|Lang="G"|StrongNumber="G33610"|Morph="D,,,,,,,,,"|English="not"
410080010111|ἐχόντων|410080010081|CL|Cat="verb"|Id="35"|morphId="410080010111"|Unicode="ἐχόντων"|Lemma="ἔχω"|Lang="G"|StrongNumber="G21920"|Morph="V,PPA,GMP,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="had"
410080010121|τι|410080010131|O|Cat="pron"|Id="41"|morphId="410080010121"|Unicode="τι"|Lemma="τις"|Lang="G"|StrongNumber="G51000"|Morph="RT,,,,ANS,"|Type="Interrogative"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="anything"
410080020041|ὄχλον,|410080020011|ADV|Cat="noun"|Id="13"|morphId="410080020041"|Unicode="ὄχλον,"|Lemma="ὄχλος"|Lang="G"|StrongNumber="G37930"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="crowd"
410080020051|ὅτι|410080020091|conj|Cat="conj"|Id="15"|morphId="410080020051"|Unicode="ὅτι"|Lemma="ὅτι"|Lang="G"|StrongNumber="G37540"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="because"
410080020061|ἤδη|410080020091|ADV|Cat="adv"|Id="20"|morphId="410080020061"|Unicode="ἤδη"|Lemma="ἤδη"|Lang="G"|StrongNumber="G22350"|Morph="D,,,,,,,,,"|English="now"
410080020071|ἡμέραι|410080020091|ADV|Cat="noun"|Id="24"|morphId="410080020071"|Unicode="ἡμέραι"|Lemma="ἡμέρα"|Lang="G"|StrongNumber="G22500"|Morph="N,,,,,NFP,"|Case="Nominative"|Gender="Feminine"|Number="Plural"|English="days"
410080020081|τρεῖς|410080020071|nump|Cat="det"|Id="27"|morphId="410080020081"|Unicode="τρεῖς"|Lemma="τρεῖς"|Lang="G"|StrongNumber="G51400"|Morph="EN,,,,NFP,"|Type="Number"|Case="Nominative"|Gender="Feminine"|Number="Plural"|English="three"
410080020091|προσμένουσίν|410080020011|CL|Cat="verb"|Id="30"|morphId="410080020091"|Unicode="προσμένουσίν"|Lemma="προσμένω"|Lang="G"|StrongNumber="G43570"|Morph="V,IPA3,,P,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Plural"|English="they have remained with"
410080020101|μοι,|410080020091|ADV|Cat="pron"|Id="33"|morphId="410080020101"|Unicode="μοι,"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1D,S,"|Type="Personal"|Person="First"|Case="Dative"|Number="Singular"|English="me"
410080020111|καὶ|410080020091|conj|Cat="conj"|Id="34"|morphId="410080020111"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080020121|οὐκ|410080020131|ADV|Cat="adv"|Id="38"|morphId="410080020121"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="not"
410080020131|ἔχουσιν|410080020091|CL|Cat="verb"|Id="41"|morphId="410080020131"|Unicode="ἔχουσιν"|Lemma="ἔχω"|Lang="G"|StrongNumber="G21920"|Morph="V,IPA3,,P,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Plural"|English="have"
410080020141|τι|410080020151|O|Cat="pron"|Id="47"|morphId="410080020141"|Unicode="τι"|Lemma="τις"|Lang="G"|StrongNumber="G51000"|Morph="RT,,,,ANS,"|Type="Interrogative"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="anything"
410080020151|φάγωσιν.|410080020131|O|Cat="verb"|Id="50"|morphId="410080020151"|Unicode="φάγωσιν."|Lemma="ἐσθίω"|Lang="G"|StrongNumber="G20680"|Morph="V,SAA3,,P,"|Mood="Subjunctive"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Plural"|English="to eat"
410080030011|καὶ|410080030091|conj|Cat="conj"|Id="3"|morphId="410080030011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080030021|ἐὰν|410080030031|conj|Cat="conj"|Id="6"|morphId="410080030021"|Unicode="ἐὰν"|Lemma="ἐάν"|Lang="G"|StrongNumber="G14370"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="if"
410080030031|ἀπολύσω|410080030091|CL|Cat="verb"|Id="10"|morphId="410080030031"|Unicode="ἀπολύσω"|Lemma="ἀπολύω"|Lang="G"|StrongNumber="G06300"|Morph="V,SAA1,,S,"|Mood="Subjunctive"|Tense="Aorist"|Voice="Active"|Person="First"|Number="Singular"|English="I send ~ away"
410080030041|αὐτοὺς|410080030031|O|Cat="pron"|Id="14"|morphId="410080030041"|Unicode="αὐτοὺς"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMP,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="them"
410080030051|νήστεις|410080030041|np|Cat="noun"|Id="16"|morphId="410080030051"|Unicode="νήστεις"|Lemma="νῆστις"|Lang="G"|StrongNumber="G35230"|Morph="NS,,,,AMP,"|Type="Substantive_Adj"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="hungry"
410080030061|εἰς|410080030071|prep|Cat="prep"|Id="19"|morphId="410080030061"|Unicode="εἰς"|Lemma="εἰς"|Lang="G"|StrongNumber="G15190"|Morph="P,,,,,A,,,"|Case="Accusative"|English="to"
410080030071|οἶκον|410080030031|ADV|Cat="noun"|Id="22"|morphId="410080030071"|Unicode="οἶκον"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="homes"
410080030081|αὐτῶν,|410080030071|np|Cat="pron"|Id="24"|morphId="410080030081"|Unicode="αὐτῶν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMP,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="of them"
410080030091|ἐκλυθήσονται|None|CL|Cat="verb"|Id="28"|morphId="410080030091"|Unicode="ἐκλυθήσονται"|Lemma="ἐκλύω"|Lang="G"|StrongNumber="G15900"|Morph="V,IFP3,,P,"|Mood="Indicative"|Tense="Future"|Voice="Passive"|Person="Third"|Number="Plural"|English="they will faint"
410080030101|ἐν|410080030121|prep|Cat="prep"|Id="31"|morphId="410080030101"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="on"
410080030111|τῇ|410080030121|det|Cat="det"|Id="33"|morphId="410080030111"|Unicode="τῇ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DFS,"|Type="Article"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="the"
410080030121|ὁδῷ.|410080030091|ADV|Cat="noun"|Id="35"|morphId="410080030121"|Unicode="ὁδῷ."|Lemma="ὁδός"|Lang="G"|StrongNumber="G35980"|Morph="N,,,,,DFS,"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="way"
410080030131|καί|410080030181|conj|Cat="conj"|Id="37"|morphId="410080030131"|Unicode="καί"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080030141|τινες|410080030181|S|Cat="pron"|Id="42"|morphId="410080030141"|Unicode="τινες"|Lemma="τις"|Lang="G"|StrongNumber="G51000"|Morph="RI,,,,NMP,"|Type="Indefinite"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="some"
410080030151|αὐτῶν|410080030141|np|Cat="pron"|Id="44"|morphId="410080030151"|Unicode="αὐτῶν"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMP,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="of them"
410080030161|ἀπὸ|410080030171|prep|Cat="prep"|Id="47"|morphId="410080030161"|Unicode="ἀπὸ"|Lemma="ἀπό"|Lang="G"|StrongNumber="G05750"|Morph="P,,,,,,,,,"|English="from"
410080030171|μακρόθεν|410080030181|ADV|Cat="adv"|Id="50"|morphId="410080030171"|Unicode="μακρόθεν"|Lemma="μακρόθεν"|Lang="G"|StrongNumber="G31130"|Morph="D,,,,,,,,,"|English="far away"
410080030181|ἥκασιν.|410080030091|CL|Cat="verb"|Id="53"|morphId="410080030181"|Unicode="ἥκασιν."|Lemma="ἥκω"|Lang="G"|StrongNumber="G22400"|Morph="V,IEA3,,P,"|Mood="Indicative"|Tense="Perfect"|Voice="Active"|Person="Third"|Number="Plural"|English="have come"
410080040011|καὶ|410080040021|conj|Cat="conj"|Id="3"|morphId="410080040011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080040021|ἀπεκρίθησαν|None|CL|Cat="verb"|Id="8"|morphId="410080040021"|Unicode="ἀπεκρίθησαν"|Lemma="ἀποκρίνω"|Lang="G"|StrongNumber="G06110"|Morph="V,IAP3,,P,"|Mood="Indicative"|Tense="Aorist"|Voice="Passive"|Person="Third"|Number="Plural"|English="answered"
410080040031|αὐτῷ|410080040021|IO|Cat="pron"|Id="11"|morphId="410080040031"|Unicode="αὐτῷ"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3DMS,"|Type="Personal"|Person="Third"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="him"
410080040041|οἱ|410080040051|det|Cat="det"|Id="14"|morphId="410080040041"|Unicode="οἱ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMP,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="the"
410080040051|μαθηταὶ|410080040021|S|Cat="noun"|Id="17"|morphId="410080040051"|Unicode="μαθηταὶ"|Lemma="μαθητής"|Lang="G"|StrongNumber="G31010"|Morph="N,,,,,NMP,"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="disciples"
410080040061|αὐτοῦ,|410080040051|np|Cat="pron"|Id="19"|morphId="410080040061"|Unicode="αὐτοῦ,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of him"
410080040071|πόθεν|410080040091|ADV|Cat="adv"|Id="23"|morphId="410080040071"|Unicode="πόθεν"|Lemma="πόθεν"|Lang="G"|StrongNumber="G41590"|Morph="D,,,,,,,,,"|English="where"
410080040091|δυνήσεταί|410080040021|CL|Cat="verb"|Id="26"|morphId="410080040091"|Unicode="δυνήσεταί"|Lemma="δύναμαι"|Lang="G"|StrongNumber="G14100"|Morph="V,IFM3,,S,"|Mood="Indicative"|Tense="Future"|Voice="Middle"|Person="Third"|Number="Singular"|English="can"
410080040101|τις|410080040091|S|Cat="pron"|Id="29"|morphId="410080040101"|Unicode="τις"|Lemma="τις"|Lang="G"|StrongNumber="G51000"|Morph="RI,,,,NMS,"|Type="Indefinite"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="anyone"
410080040081|τούτους|410080040121|O|Cat="pron"|Id="34"|morphId="410080040081"|Unicode="τούτους"|Lemma="οὗτος"|Lang="G"|StrongNumber="G37780"|Morph="RD,,,,AMP,"|Type="Demonstrative"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="these ones"
410080040111|ὧδε|410080040121|ADV|Cat="adv"|Id="37"|morphId="410080040111"|Unicode="ὧδε"|Lemma="ὧδε"|Lang="G"|StrongNumber="G56020"|Morph="D,,,,,,,,,"|English="here"
410080040121|χορτάσαι|410080040091|O|Cat="verb"|Id="40"|morphId="410080040121"|Unicode="χορτάσαι"|Lemma="χορτάζω"|Lang="G"|StrongNumber="G55260"|Morph="V,NAA,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Active"|English="to feed"
410080040131|ἄρτων|410080040121|ADV|Cat="noun"|Id="43"|morphId="410080040131"|Unicode="ἄρτων"|Lemma="ἄρτος"|Lang="G"|StrongNumber="G07400"|Morph="N,,,,,GMP,"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="bread"
410080040141|ἐπ’|410080040151|prep|Cat="prep"|Id="46"|morphId="410080040141"|Unicode="ἐπ’"|Lemma="ἐπί"|Lang="G"|StrongNumber="G19090"|Morph="P,,,,,G,,,"|Case="Genitive"|English="in"
410080040151|ἐρημίας?|410080040121|ADV|Cat="noun"|Id="48"|morphId="410080040151"|Unicode="ἐρημίας?"|Lemma="ἐρημία"|Lang="G"|StrongNumber="G20470"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="desolate place"
410080050011|καὶ|410080050021|conj|Cat="conj"|Id="3"|morphId="410080050011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080050021|ἠρώτα|None|CL|Cat="verb"|Id="8"|morphId="410080050021"|Unicode="ἠρώτα"|Lemma="ἐρωτάω"|Lang="G"|StrongNumber="G20650"|Morph="V,IIA3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Singular"|English="he asked"
410080050031|αὐτούς,|410080050021|O|Cat="pron"|Id="11"|morphId="410080050031"|Unicode="αὐτούς,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMP,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="them"
410080050041|πόσους|410080050061|adjp|Cat="pron"|Id="17"|morphId="410080050041"|Unicode="πόσους"|Lemma="πόσος"|Lang="G"|StrongNumber="G42140"|Morph="RT,,,,AMP,"|Type="Interrogative"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="how many"
410080050061|ἄρτους?|410080050051|O|Cat="noun"|Id="19"|morphId="410080050061"|Unicode="ἄρτους?"|Lemma="ἄρτος"|Lang="G"|StrongNumber="G07400"|Morph="N,,,,,AMP,"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="loaves"
410080050051|ἔχετε|410080050021|CL|Cat="verb"|Id="22"|morphId="410080050051"|Unicode="ἔχετε"|Lemma="ἔχω"|Lang="G"|StrongNumber="G21920"|Morph="V,IPA2,,P,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Second"|Number="Plural"|English="do you have"
410080050081|δὲ|410080050091|conj|Cat="conj"|Id="24"|morphId="410080050081"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080050071|οἱ|410080050091|S|Cat="pron"|Id="29"|morphId="410080050071"|Unicode="οἱ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RP,,,,NMP,"|Type="Personal"|Case="Nominative"|Gender="Masculine"|Number="Plural"
410080050091|εἶπαν,|410080050021|CL|Cat="verb"|Id="32"|morphId="410080050091"|Unicode="εἶπαν,"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IAA3,,P,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Plural"|English="they said"
410080050101|ἑπτά.|410080050091|CL|Cat="noun"|Id="38"|morphId="410080050101"|Unicode="ἑπτά."|Lemma="ἑπτά"|Lang="G"|StrongNumber="G20330"|Morph="NS,,,,AMPI"|Type="Substantive_Adj"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="seven"
410080060011|καὶ|410080060021|conj|Cat="conj"|Id="3"|morphId="410080060011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080060021|παραγγέλλει|None|CL|Cat="verb"|Id="7"|morphId="410080060021"|Unicode="παραγγέλλει"|Lemma="παραγγέλλω"|Lang="G"|StrongNumber="G38530"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="he commanded"
410080060031|τῷ|410080060041|det|Cat="det"|Id="10"|morphId="410080060031"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DMS,"|Type="Article"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="the"
410080060041|ὄχλῳ|410080060021|IO|Cat="noun"|Id="12"|morphId="410080060041"|Unicode="ὄχλῳ"|Lemma="ὄχλος"|Lang="G"|StrongNumber="G37930"|Morph="N,,,,,DMS,"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="crowd"
410080060051|ἀναπεσεῖν|410080060021|O|Cat="verb"|Id="17"|morphId="410080060051"|Unicode="ἀναπεσεῖν"|Lemma="ἀναπίπτω"|Lang="G"|StrongNumber="G03770"|Morph="V,NAA,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Active"|English="to sit down"
410080060061|ἐπὶ|410080060081|prep|Cat="prep"|Id="20"|morphId="410080060061"|Unicode="ἐπὶ"|Lemma="ἐπί"|Lang="G"|StrongNumber="G19090"|Morph="P,,,,,G,,,"|Case="Genitive"|English="on"
410080060071|τῆς|410080060081|det|Cat="det"|Id="22"|morphId="410080060071"|Unicode="τῆς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GFS,"|Type="Article"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="the"
410080060081|γῆς.|410080060051|ADV|Cat="noun"|Id="24"|morphId="410080060081"|Unicode="γῆς."|Lemma="γῆ"|Lang="G"|StrongNumber="G10930"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="ground"
410080060091|καὶ|410080060151|conj|Cat="conj"|Id="26"|morphId="410080060091"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
410080060101|λαβὼν|410080060151|ADV|Cat="verb"|Id="34"|morphId="410080060101"|Unicode="λαβὼν"|Lemma="λαμβάνω"|Lang="G"|StrongNumber="G29830"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="took"
410080060111|τοὺς|410080060131|det|Cat="det"|Id="37"|morphId="410080060111"|Unicode="τοὺς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMP,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="the"
410080060121|ἑπτὰ|410080060131|nump|Cat="det"|Id="41"|morphId="410080060121"|Unicode="ἑπτὰ"|Lemma="ἑπτά"|Lang="G"|StrongNumber="G20330"|Morph="EN,,,,AMPI"|Type="Number"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="seven"
