580030010011|ὅθεν,|580030010071|conj|Cat="conj"|Id="3"|morphId="580030010011"|Unicode="ὅθεν,"|Lemma="ὅθεν"|Lang="G"|StrongNumber="G36060"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="therefore"
580030010021|ἀδελφοὶ|580030010071|CL|Cat="noun"|Id="9"|morphId="580030010021"|Unicode="ἀδελφοὶ"|Lemma="ἀδελφός"|Lang="G"|StrongNumber="G00800"|Morph="N,,,,,VMP,"|Case="Vocative"|Gender="Masculine"|Number="Plural"|English="brothers"
580030010131|ὁμολογίας|580030010091|np|Cat="noun"|Id="39"|morphId="580030010131"|Unicode="ὁμολογίας"|Lemma="ὁμολογία"|Lang="G"|StrongNumber="G36710"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="of ~ confession"
580030010141|ἡμῶν,|580030010131|np|Cat="pron"|Id="41"|morphId="580030010141"|Unicode="ἡμῶν,"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1G,P,"|Type="Personal"|Person="First"|Case="Genitive"|Number="Plural"|English="of us"
580030010151|Ἰησοῦν,|580030010091|np|Cat="noun"|Id="43"|morphId="580030010151"|Unicode="Ἰησοῦν,"|Lemma="Ἰησοῦς"|Lang="G"|StrongNumber="G24240"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Jesus"
580030020011|πιστὸν|None|CL|Cat="noun"|Id="6"|morphId="580030020011"|Unicode="πιστὸν"|Lemma="πιστός"|Lang="G"|StrongNumber="G41030"|Morph="NP,,,,AMS,"|Type="Predicate_Adj"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="faithful"
580030020021|ὄντα|580030020011|VC|Cat="verb"|Id="9"|morphId="580030020021"|Unicode="ὄντα"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,PPA,AMS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="was"
580030020031|τῷ|580030020041|det|Cat="pron"|Id="13"|morphId="580030020031"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,DMS,"|Type="Demonstrative"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="to the one"
580030020041|ποιήσαντι|580030020011|ADV|Cat="verb"|Id="17"|morphId="580030020041"|Unicode="ποιήσαντι"|Lemma="ποιέω"|Lang="G"|StrongNumber="G41600"|Morph="V,PAA,DMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="who appointed"
580030020051|αὐτὸν,|580030020041|O|Cat="pron"|Id="20"|morphId="580030020051"|Unicode="αὐτὸν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMS,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Him"
580030020061|ὡς|580030020081|conj|Cat="conj"|Id="22"|morphId="580030020061"|Unicode="ὡς"|Lemma="ὡς"|Lang="G"|StrongNumber="G56130"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="just as"
580030020071|καὶ|580030020081|advp|Cat="adv"|Id="27"|morphId="580030020071"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="D,,,,,,,,,"|English="also"
580030020081|Μωϋσῆς|580030020011|CL|Cat="noun"|Id="29"|morphId="580030020081"|Unicode="Μωϋσῆς"|Lemma="Μωϋσῆς"|Lang="G"|StrongNumber="G34750"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Moses"
580030020091|ἐν|580030020111|prep|Cat="prep"|Id="32"|morphId="580030020091"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="in"
580030020101|τῷ|580030020111|det|Cat="det"|Id="34"|morphId="580030020101"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DMS,"|Type="Article"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="the"
580030020111|οἴκῳ|580030020081|ADV|Cat="noun"|Id="37"|morphId="580030020111"|Unicode="οἴκῳ"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,DMS,"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="house"
580030020121|αὐτοῦ.|580030020111|np|Cat="pron"|Id="39"|morphId="580030020121"|Unicode="αὐτοῦ."|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of him"
580030030021|γὰρ|580030030071|conj|Cat="conj"|Id="3"|morphId="580030030021"|Unicode="γὰρ"|Lemma="γάρ"|Lang="G"|StrongNumber="G10630"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="for"
580030030011|πλείονος|580030030041|np|Cat="noun"|Id="9"|morphId="580030030011"|Unicode="πλείονος"|Lemma="πλείων"|Lang="G"|StrongNumber="G41190"|Morph="NS,,,,GFSC"|Type="Substantive_Adj"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="more"
580030030041|δόξης|580030030071|O|Cat="noun"|Id="11"|morphId="580030030041"|Unicode="δόξης"|Lemma="δόξα"|Lang="G"|StrongNumber="G13910"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="of ~ glory"
580030030031|οὗτος|580030030071|S|Cat="pron"|Id="14"|morphId="580030030031"|Unicode="οὗτος"|Lemma="οὗτος"|Lang="G"|StrongNumber="G37780"|Morph="RD,,,,NMS,"|Type="Demonstrative"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="this One"
580030030051|παρὰ|580030030061|prep|Cat="prep"|Id="17"|morphId="580030030051"|Unicode="παρὰ"|Lemma="παρά"|Lang="G"|StrongNumber="G38440"|Morph="P,,,,,A,,,"|Case="Accusative"|English="than"
580030030061|Μωϋσῆν|580030030071|ADV|Cat="noun"|Id="19"|morphId="580030030061"|Unicode="Μωϋσῆν"|Lemma="Μωϋσῆς"|Lang="G"|StrongNumber="G34750"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Moses"
580030030071|ἠξίωται,|None|CL|Cat="verb"|Id="22"|morphId="580030030071"|Unicode="ἠξίωται,"|Lemma="ἀξιόω"|Lang="G"|StrongNumber="G05150"|Morph="V,IEP3,,S,"|Mood="Indicative"|Tense="Perfect"|Voice="Passive"|Person="Third"|Number="Singular"|English="has been counted worthy"
580030030081|καθ’|580030030091|prep|Cat="prep"|Id="26"|morphId="580030030081"|Unicode="καθ’"|Lemma="κατά"|Lang="G"|StrongNumber="G25960"|Morph="P,,,,,A,,,"|Case="Accusative"|English="inasmuch"
580030030091|ὅσον|580030030121|ADV|Cat="pron"|Id="28"|morphId="580030030091"|Unicode="ὅσον"|Lemma="ὅσος"|Lang="G"|StrongNumber="G37450"|Morph="RR,,,,ANS,"|Type="Relative"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="so much"
580030030101|πλείονα|580030030111|adjp|Cat="adj"|Id="32"|morphId="580030030101"|Unicode="πλείονα"|Lemma="πλείων"|Lang="G"|StrongNumber="G41190"|Morph="AA,,,,AFSC"|Type="Ascriptive"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="more"
580030030111|τιμὴν|580030030121|O|Cat="noun"|Id="34"|morphId="580030030111"|Unicode="τιμὴν"|Lemma="τιμή"|Lang="G"|StrongNumber="G50920"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="honor"
580030030121|ἔχει|580030030071|CL|Cat="verb"|Id="37"|morphId="580030030121"|Unicode="ἔχει"|Lemma="ἔχω"|Lang="G"|StrongNumber="G21920"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="has"
580030030131|τοῦ|580030030141|det|Cat="det"|Id="40"|morphId="580030030131"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="the"
580030030141|οἴκου,|580030030121|ADV|Cat="noun"|Id="42"|morphId="580030030141"|Unicode="οἴκου,"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="than ~ house"
580030030151|ὁ|580030030161|det|Cat="pron"|Id="46"|morphId="580030030151"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,NMS,"|Type="Demonstrative"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="the"
580030030161|κατασκευάσας|580030030121|S|Cat="verb"|Id="50"|morphId="580030030161"|Unicode="κατασκευάσας"|Lemma="κατασκευάζω"|Lang="G"|StrongNumber="G26800"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="builder"
580030030171|αὐτόν.|580030030161|O|Cat="pron"|Id="53"|morphId="580030030171"|Unicode="αὐτόν."|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMS,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="it"
580030040021|γὰρ|580030040041|conj|Cat="conj"|Id="3"|morphId="580030040021"|Unicode="γὰρ"|Lemma="γάρ"|Lang="G"|StrongNumber="G10630"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="for"
580030040011|πᾶς|580030040031|adjp|Cat="det"|Id="10"|morphId="580030040011"|Unicode="πᾶς"|Lemma="πᾶς"|Lang="G"|StrongNumber="G39560"|Morph="EQ,,,,NMS,"|Type="Quantifier"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="every"
580030040031|οἶκος|580030040041|S|Cat="noun"|Id="12"|morphId="580030040031"|Unicode="οἶκος"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="house"
580030040041|κατασκευάζεται|None|CL|Cat="verb"|Id="15"|morphId="580030040041"|Unicode="κατασκευάζεται"|Lemma="κατασκευάζω"|Lang="G"|StrongNumber="G26800"|Morph="V,IPP3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Passive"|Person="Third"|Number="Singular"|English="is built"
580030040051|ὑπό|580030040061|prep|Cat="prep"|Id="18"|morphId="580030040051"|Unicode="ὑπό"|Lemma="ὑπό"|Lang="G"|StrongNumber="G52590"|Morph="P,,,,,G,,,"|Case="Genitive"|English="by"
580030040061|τινος;|580030040041|ADV|Cat="pron"|Id="20"|morphId="580030040061"|Unicode="τινος;"|Lemma="τις"|Lang="G"|StrongNumber="G51000"|Morph="RI,,,,GMS,"|Type="Indefinite"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="someone"
580030040081|δὲ|580030040041|conj|Cat="conj"|Id="21"|morphId="580030040081"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="but"
580030040071|ὁ|580030040101|det|Cat="pron"|Id="26"|morphId="580030040071"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,NMS,"|Type="Demonstrative"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="the"
580030040091|πάντα|580030040101|O|Cat="pron"|Id="30"|morphId="580030040091"|Unicode="πάντα"|Lemma="πᾶς"|Lang="G"|StrongNumber="G39560"|Morph="RI,,,,ANP,"|Type="Indefinite"|Case="Accusative"|Gender="Neuter"|Number="Plural"|English="of all things"
580030040101|κατασκευάσας|580030040111|S|Cat="verb"|Id="33"|morphId="580030040101"|Unicode="κατασκευάσας"|Lemma="κατασκευάζω"|Lang="G"|StrongNumber="G26800"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="builder"
580030040111|Θεός.|580030040041|CL|Cat="noun"|Id="36"|morphId="580030040111"|Unicode="Θεός."|Lemma="θεός"|Lang="G"|StrongNumber="G23160"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="God"
580030050011|καὶ|580030050041|conj|Cat="conj"|Id="3"|morphId="580030050011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="now"
580030050031|μὲν|580030050041|conj|Cat="adv"|Id="6"|morphId="580030050031"|Unicode="μὲν"|Lemma="μέν"|Lang="G"|StrongNumber="G33030"|Morph="DO,,,,,,,,"|Type="Correlative"|English="indeed"
580030050021|Μωϋσῆς|580030050041|S|Cat="noun"|Id="10"|morphId="580030050021"|Unicode="Μωϋσῆς"|Lemma="Μωϋσῆς"|Lang="G"|StrongNumber="G34750"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Moses"
580030050041|πιστὸς|None|CL|Cat="noun"|Id="13"|morphId="580030050041"|Unicode="πιστὸς"|Lemma="πιστός"|Lang="G"|StrongNumber="G41030"|Morph="NP,,,,NMS,"|Type="Predicate_Adj"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="faithful"
580030050051|ἐν|580030050081|prep|Cat="prep"|Id="16"|morphId="580030050051"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="in"
580030050061|ὅλῳ|580030050081|adjp|Cat="det"|Id="20"|morphId="580030050061"|Unicode="ὅλῳ"|Lemma="ὅλος"|Lang="G"|StrongNumber="G36500"|Morph="EQ,,,,DMS,"|Type="Quantifier"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="all"
580030050071|τῷ|580030050081|det|Cat="det"|Id="22"|morphId="580030050071"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DMS,"|Type="Article"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="the"
580030050081|οἴκῳ|580030050041|ADV|Cat="noun"|Id="25"|morphId="580030050081"|Unicode="οἴκῳ"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,DMS,"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="house"
580030050091|αὐτοῦ,|580030050081|np|Cat="pron"|Id="27"|morphId="580030050091"|Unicode="αὐτοῦ,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of him"
580030050101|ὡς|580030050111|prep|Cat="conj"|Id="31"|morphId="580030050101"|Unicode="ὡς"|Lemma="ὡς"|Lang="G"|StrongNumber="G56130"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="as"
580030050111|θεράπων|580030050041|ADV|Cat="noun"|Id="33"|morphId="580030050111"|Unicode="θεράπων"|Lemma="θεράπων"|Lang="G"|StrongNumber="G23240"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="a servant"
580030050121|εἰς|580030050131|prep|Cat="prep"|Id="36"|morphId="580030050121"|Unicode="εἰς"|Lemma="εἰς"|Lang="G"|StrongNumber="G15190"|Morph="P,,,,,A,,,"|Case="Accusative"|English="to"
580030050131|μαρτύριον|580030050041|ADV|Cat="noun"|Id="39"|morphId="580030050131"|Unicode="μαρτύριον"|Lemma="μαρτύριον"|Lang="G"|StrongNumber="G31420"|Morph="N,,,,,ANS,"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="a testimony"
580030050141|τῶν|580030050151|det|Cat="pron"|Id="42"|morphId="580030050141"|Unicode="τῶν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,GNP,"|Type="Demonstrative"|Case="Genitive"|Gender="Neuter"|Number="Plural"|English="to the things"
580030050151|λαληθησομένων;|580030050131|np|Cat="verb"|Id="46"|morphId="580030050151"|Unicode="λαληθησομένων;"|Lemma="λαλέω"|Lang="G"|StrongNumber="G29800"|Morph="V,PFP,GNP,"|Mood="Participle"|Tense="Future"|Voice="Passive"|Case="Genitive"|Gender="Neuter"|Number="Plural"|English="that would be spoken"
580030060021|δὲ|580030060011|conj|Cat="conj"|Id="3"|morphId="580030060021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CO,,,,,,,,"|Type="Correlative"|English="but"
580030060011|Χριστὸς|None|CL|Cat="noun"|Id="7"|morphId="580030060011"|Unicode="Χριστὸς"|Lemma="χριστός"|Lang="G"|StrongNumber="G55470"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Christ"
580030060031|ὡς|580030060041|prep|Cat="conj"|Id="11"|morphId="580030060031"|Unicode="ὡς"|Lemma="ὡς"|Lang="G"|StrongNumber="G56130"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="as"
580030060041|Υἱὸς|580030060011|ADV|Cat="noun"|Id="13"|morphId="580030060041"|Unicode="Υἱὸς"|Lemma="υἱός"|Lang="G"|StrongNumber="G52070"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="a son"
580030060051|ἐπὶ|580030060071|prep|Cat="prep"|Id="16"|morphId="580030060051"|Unicode="ἐπὶ"|Lemma="ἐπί"|Lang="G"|StrongNumber="G19090"|Morph="P,,,,,A,,,"|Case="Accusative"|English="over"
580030060061|τὸν|580030060071|det|Cat="det"|Id="18"|morphId="580030060061"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="the"
580030060071|οἶκον|580030060011|ADV|Cat="noun"|Id="21"|morphId="580030060071"|Unicode="οἶκον"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="house"
580030060081|αὐτοῦ,|580030060071|np|Cat="pron"|Id="24"|morphId="580030060081"|Unicode="αὐτοῦ,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of Him"
580030060091|οὗ|580030060101|np|Cat="pron"|Id="30"|morphId="580030060091"|Unicode="οὗ"|Lemma="ὅς"|Lang="G"|StrongNumber="G37390"|Morph="RR,,,,GMS,"|Type="Relative"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of whom"
580030060101|οἶκός|580030060081|CL|Cat="noun"|Id="32"|morphId="580030060101"|Unicode="οἶκός"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="house"
580030060111|ἐσμεν|580030060101|VC|Cat="verb"|Id="35"|morphId="580030060111"|Unicode="ἐσμεν"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IPA1,,P,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="First"|Number="Plural"|English="are"
580030060121|ἡμεῖς,|580030060101|S|Cat="pron"|Id="38"|morphId="580030060121"|Unicode="ἡμεῖς,"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1N,P,"|Type="Personal"|Person="First"|Case="Nominative"|Number="Plural"|English="we"
580030060131|ἐὰν|580030060211|conj|Cat="conj"|Id="40"|morphId="580030060131"|Unicode="ἐὰν"|Lemma="ἐάν"|Lang="G"|StrongNumber="G14370"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="if"
580030060141|τὴν|580030060151|det|Cat="det"|Id="45"|morphId="580030060141"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EP,,,,AFS,"|Type="Possessive"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="the"
580030060151|παρρησίαν|580030060211|O|Cat="noun"|Id="47"|morphId="580030060151"|Unicode="παρρησίαν"|Lemma="παρρησία"|Lang="G"|StrongNumber="G39540"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="confidence"
580030060161|καὶ|580030060151|conj|Cat="conj"|Id="48"|morphId="580030060161"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
580030060171|τὸ|580030060181|det|Cat="det"|Id="50"|morphId="580030060171"|Unicode="τὸ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,ANS,"|Type="Article"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="the"
580030060181|καύχημα|580030060151|np|Cat="noun"|Id="53"|morphId="580030060181"|Unicode="καύχημα"|Lemma="καύχημα"|Lang="G"|StrongNumber="G27450"|Morph="N,,,,,ANS,"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="pride"
580030060191|τῆς|580030060201|det|Cat="det"|Id="55"|morphId="580030060191"|Unicode="τῆς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EP,,,,GFS,"|Type="Possessive"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="the"
580030060201|ἐλπίδος|580030060181|np|Cat="noun"|Id="57"|morphId="580030060201"|Unicode="ἐλπίδος"|Lemma="ἐλπίς"|Lang="G"|StrongNumber="G16800"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="hope"
580030060211|κατάσχωμεν.|580030060101|CL|Cat="verb"|Id="60"|morphId="580030060211"|Unicode="κατάσχωμεν."|Lemma="κατέχω"|Lang="G"|StrongNumber="G27220"|Morph="V,SAA1,,P,"|Mood="Subjunctive"|Tense="Aorist"|Voice="Active"|Person="First"|Number="Plural"|English="we hold fast"
580030070011|διό|580030070031|conj|Cat="conj"|Id="3"|morphId="580030070011"|Unicode="διό"|Lemma="διό"|Lang="G"|StrongNumber="G13520"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="therefore"
580030070021|καθὼς|580030070031|conj|Cat="adv"|Id="6"|morphId="580030070021"|Unicode="καθὼς"|Lemma="καθώς"|Lang="G"|StrongNumber="G25310"|Morph="D,,,,,,,,,"|English="as"
580030070031|λέγει|None|CL|Cat="verb"|Id="11"|morphId="580030070031"|Unicode="λέγει"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="says"
580030070041|τὸ|580030070051|det|Cat="det"|Id="14"|morphId="580030070041"|Unicode="τὸ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NNS,"|Type="Article"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="the"
580030070051|Πνεῦμα|580030070031|S|Cat="noun"|Id="17"|morphId="580030070051"|Unicode="Πνεῦμα"|Lemma="πνεῦμα"|Lang="G"|StrongNumber="G41510"|Morph="N,,,,,NNS,"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="Spirit"
580030070061|τὸ|580030070071|det|Cat="det"|Id="19"|morphId="580030070061"|Unicode="τὸ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NNS,"|Type="Article"|Case="Nominative"|Gender="Neuter"|Number="Singular"
580030070071|Ἅγιον,|580030070051|np|Cat="adj"|Id="21"|morphId="580030070071"|Unicode="Ἅγιον,"|Lemma="ἅγιος"|Lang="G"|StrongNumber="G00400"|Morph="AR,,,,NNS,"|Type="Restrictive"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="Holy"
580030070091|ἐὰν|580030070131|conj|Cat="conj"|Id="23"|morphId="580030070091"|Unicode="ἐὰν"|Lemma="ἐάν"|Lang="G"|StrongNumber="G14370"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="if"
