500040010011|ὥστε,|500040010121|conj|Cat="conj"|Id="3"|morphId="500040010011"|Unicode="ὥστε,"|Lemma="ὥστε"|Lang="G"|StrongNumber="G56200"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="therefore"
500040010021|ἀδελφοί|500040010121|CL|Cat="noun"|Id="10"|morphId="500040010021"|Unicode="ἀδελφοί"|Lemma="ἀδελφός"|Lang="G"|StrongNumber="G00800"|Morph="N,,,,,VMP,"|Case="Vocative"|Gender="Masculine"|Number="Plural"|English="brothers"
500040010031|μου|500040010021|np|Cat="pron"|Id="12"|morphId="500040010031"|Unicode="μου"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1G,S,"|Type="Personal"|Person="First"|Case="Genitive"|Number="Singular"|English="of me"
500040010041|ἀγαπητοὶ|500040010021|adjp|Cat="adj"|Id="15"|morphId="500040010041"|Unicode="ἀγαπητοὶ"|Lemma="ἀγαπητός"|Lang="G"|StrongNumber="G00270"|Morph="AA,,,,VMP,"|Type="Ascriptive"|Case="Vocative"|Gender="Masculine"|Number="Plural"|English="love"
500040010051|καὶ|500040010041|conj|Cat="conj"|Id="16"|morphId="500040010051"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
500040010061|ἐπιπόθητοι,|500040010041|adjp|Cat="adj"|Id="18"|morphId="500040010061"|Unicode="ἐπιπόθητοι,"|Lemma="ἐπιπόθητος"|Lang="G"|StrongNumber="G19730"|Morph="AA,,,,VMP,"|Type="Ascriptive"|Case="Vocative"|Gender="Masculine"|Number="Plural"|English="long for"
500040010071|χαρὰ|500040010021|np|Cat="noun"|Id="22"|morphId="500040010071"|Unicode="χαρὰ"|Lemma="χαρά"|Lang="G"|StrongNumber="G54790"|Morph="N,,,,,VFS,"|Case="Vocative"|Gender="Feminine"|Number="Singular"|English="joy"
500040010081|καὶ|500040010071|conj|Cat="conj"|Id="23"|morphId="500040010081"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
500040010091|στέφανός|500040010071|np|Cat="noun"|Id="25"|morphId="500040010091"|Unicode="στέφανός"|Lemma="στέφανος"|Lang="G"|StrongNumber="G47350"|Morph="N,,,,,VMS,"|Case="Vocative"|Gender="Masculine"|Number="Singular"|English="crown"
500040010101|μου,|500040010071|np|Cat="pron"|Id="27"|morphId="500040010101"|Unicode="μου,"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1G,S,"|Type="Personal"|Person="First"|Case="Genitive"|Number="Singular"|English="of me"
500040010111|οὕτως|500040010121|ADV|Cat="adv"|Id="32"|morphId="500040010111"|Unicode="οὕτως"|Lemma="οὕτως"|Lang="G"|StrongNumber="G37790"|Morph="D,,,,,,,,,"|English="in this way"
500040010121|στήκετε|None|CL|Cat="verb"|Id="35"|morphId="500040010121"|Unicode="στήκετε"|Lemma="στήκω"|Lang="G"|StrongNumber="G47390"|Morph="V,MPA2,,P,"|Mood="Imperative"|Tense="Present"|Voice="Active"|Person="Second"|Number="Plural"|English="stand firm"
