420190010011|καὶ|420190010031|conj|Cat="conj"|Id="3"|morphId="420190010011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190010021|εἰσελθὼν,|420190010031|ADV|Cat="verb"|Id="9"|morphId="420190010021"|Unicode="εἰσελθὼν,"|Lemma="εἰσέρχομαι"|Lang="G"|StrongNumber="G15250"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="entered"
420190010031|διήρχετο|None|CL|Cat="verb"|Id="12"|morphId="420190010031"|Unicode="διήρχετο"|Lemma="διέρχομαι"|Lang="G"|StrongNumber="G13300"|Morph="V,IIM3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Middle"|Person="Third"|Number="Singular"|English="he ~ was passing through"
420190010041|τὴν|420190010051|det|Cat="det"|Id="15"|morphId="420190010041"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AFS,"|Type="Article"|Case="Accusative"|Gender="Feminine"|Number="Singular"
420190010051|Ἰερειχώ.|420190010031|ADV|Cat="noun"|Id="17"|morphId="420190010051"|Unicode="Ἰερειχώ."|Lemma="Ἰερειχώ"|Lang="G"|StrongNumber="G24100"|Morph="N,,,,,AFSI"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="Jericho"
420190020011|καὶ|420190020031|conj|Cat="conj"|Id="3"|morphId="420190020011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190020021|ἰδοὺ,|420190020031|CL|Cat="intj"|Id="8"|morphId="420190020021"|Unicode="ἰδοὺ,"|Lemma="ὁράω"|Lang="G"|StrongNumber="G37080"|Morph="IDMAA2,,S,"|Type="Directive"|Mood="Imperative"|Tense="Aorist"|Voice="Active"|Person="Second"|Number="Singular"|English="there was"
420190020031|ἀνὴρ|None|CL|Cat="noun"|Id="14"|morphId="420190020031"|Unicode="ἀνὴρ"|Lemma="ἀνήρ"|Lang="G"|StrongNumber="G04350"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="a man"
420190020041|ὀνόματι|420190020061|ADV|Cat="noun"|Id="19"|morphId="420190020041"|Unicode="ὀνόματι"|Lemma="ὄνομα"|Lang="G"|StrongNumber="G36860"|Morph="N,,,,,DNS,"|Case="Dative"|Gender="Neuter"|Number="Singular"|English="by ~ name"
420190020051|καλούμενος|420190020061|VC|Cat="verb"|Id="22"|morphId="420190020051"|Unicode="καλούμενος"|Lemma="καλέω"|Lang="G"|StrongNumber="G25640"|Morph="V,PPP,NMS,"|Mood="Participle"|Tense="Present"|Voice="Passive"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="called"
420190020061|Ζακχαῖος,|420190020031|adjp|Cat="noun"|Id="25"|morphId="420190020061"|Unicode="Ζακχαῖος,"|Lemma="Ζακχαῖος"|Lang="G"|StrongNumber="G21950"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Zacchaeus"
420190020071|καὶ|420190020031|conj|Cat="conj"|Id="26"|morphId="420190020071"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190020081|αὐτὸς|420190020101|S|Cat="pron"|Id="30"|morphId="420190020081"|Unicode="αὐτὸς"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3NMS,"|Type="Personal"|Person="Third"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="he"
420190020091|ἦν|420190020101|VC|Cat="verb"|Id="33"|morphId="420190020091"|Unicode="ἦν"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IIA3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Singular"|English="was"
420190020101|ἀρχιτελώνης,|420190020031|CL|Cat="noun"|Id="36"|morphId="420190020101"|Unicode="ἀρχιτελώνης,"|Lemma="ἀρχιτελώνης"|Lang="G"|StrongNumber="G07540"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="a chief tax collector"
420190020111|καὶ|420190020031|conj|Cat="conj"|Id="37"|morphId="420190020111"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190020121|αὐτὸς|420190020131|S|Cat="pron"|Id="41"|morphId="420190020121"|Unicode="αὐτὸς"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3NMS,"|Type="Personal"|Person="Third"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="he was"
420190020131|πλούσιος.|420190020031|CL|Cat="noun"|Id="44"|morphId="420190020131"|Unicode="πλούσιος."|Lemma="πλούσιος"|Lang="G"|StrongNumber="G41450"|Morph="NP,,,,NMS,"|Type="Predicate_Adj"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="rich"
420190030011|καὶ|420190030021|conj|Cat="conj"|Id="3"|morphId="420190030011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190030021|ἐζήτει|None|CL|Cat="verb"|Id="9"|morphId="420190030021"|Unicode="ἐζήτει"|Lemma="ζητέω"|Lang="G"|StrongNumber="G22120"|Morph="V,IIA3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Singular"|English="he was trying"
420190030031|ἰδεῖν|420190030021|O|Cat="verb"|Id="14"|morphId="420190030031"|Unicode="ἰδεῖν"|Lemma="ὁράω"|Lang="G"|StrongNumber="G37080"|Morph="V,NAA,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Active"|English="to see"
420190030041|τὸν|420190030051|det|Cat="det"|Id="17"|morphId="420190030041"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
420190030051|Ἰησοῦν|420190030031|O|Cat="noun"|Id="19"|morphId="420190030051"|Unicode="Ἰησοῦν"|Lemma="Ἰησοῦς"|Lang="G"|StrongNumber="G24240"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Jesus"
420190030061|τίς|420190030021|CL|Cat="pron"|Id="23"|morphId="420190030061"|Unicode="τίς"|Lemma="τίς"|Lang="G"|StrongNumber="G51010"|Morph="RT,,,,NMS,"|Type="Interrogative"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="who"
420190030071|ἐστιν,|420190030061|VC|Cat="verb"|Id="26"|morphId="420190030071"|Unicode="ἐστιν,"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="was"
420190030081|καὶ|420190030021|conj|Cat="conj"|Id="27"|morphId="420190030081"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="but"
420190030091|οὐκ|420190030101|ADV|Cat="adv"|Id="32"|morphId="420190030091"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="not"
420190030101|ἠδύνατο|420190030021|CL|Cat="verb"|Id="35"|morphId="420190030101"|Unicode="ἠδύνατο"|Lemma="δύναμαι"|Lang="G"|StrongNumber="G14100"|Morph="V,IIM3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Middle"|Person="Third"|Number="Singular"|English="he could"
420190030111|ἀπὸ|420190030131|prep|Cat="prep"|Id="38"|morphId="420190030111"|Unicode="ἀπὸ"|Lemma="ἀπό"|Lang="G"|StrongNumber="G05750"|Morph="P,,,,,G,,,"|Case="Genitive"|English="because of"
420190030121|τοῦ|420190030131|det|Cat="det"|Id="40"|morphId="420190030121"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="the"
420190030131|ὄχλου,|420190030101|ADV|Cat="noun"|Id="42"|morphId="420190030131"|Unicode="ὄχλου,"|Lemma="ὄχλος"|Lang="G"|StrongNumber="G37930"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="crowd"
420190030141|ὅτι|420190030171|conj|Cat="conj"|Id="44"|morphId="420190030141"|Unicode="ὅτι"|Lemma="ὅτι"|Lang="G"|StrongNumber="G37540"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="because"
420190030151|τῇ|420190030161|det|Cat="det"|Id="48"|morphId="420190030151"|Unicode="τῇ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DFS,"|Type="Article"|Case="Dative"|Gender="Feminine"|Number="Singular"
420190030161|ἡλικίᾳ|420190030171|ADV|Cat="noun"|Id="50"|morphId="420190030161"|Unicode="ἡλικίᾳ"|Lemma="ἡλικία"|Lang="G"|StrongNumber="G22440"|Morph="N,,,,,DFS,"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="in stature"
420190030171|μικρὸς|420190030101|CL|Cat="noun"|Id="53"|morphId="420190030171"|Unicode="μικρὸς"|Lemma="μικρός"|Lang="G"|StrongNumber="G33980"|Morph="NP,,,,NMS,"|Type="Predicate_Adj"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="short"
420190030181|ἦν.|420190030171|VC|Cat="verb"|Id="56"|morphId="420190030181"|Unicode="ἦν."|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IIA3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Singular"|English="he was"
420190040011|καὶ|420190040061|conj|Cat="conj"|Id="3"|morphId="420190040011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="so"
420190040021|προδραμὼν|420190040061|ADV|Cat="verb"|Id="11"|morphId="420190040021"|Unicode="προδραμὼν"|Lemma="προτρέχω"|Lang="G"|StrongNumber="G43900"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="having run ahead"
420190040031|εἰς|420190040051|prep|Cat="prep"|Id="14"|morphId="420190040031"|Unicode="εἰς"|Lemma="εἰς"|Lang="G"|StrongNumber="G15190"|Morph="P,,,,,A,,,"|Case="Accusative"|English="to"
420190040041|τὸ|420190040051|pron|Cat="pron"|Id="16"|morphId="420190040041"|Unicode="τὸ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,ANS,"|Type="Demonstrative"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="the"
420190040051|ἔμπροσθεν,|420190040021|ADV|Cat="adv"|Id="19"|morphId="420190040051"|Unicode="ἔμπροσθεν,"|Lemma="ἔμπροσθεν"|Lang="G"|StrongNumber="G17150"|Morph="D,,,,,,,,,"|English="front"
420190040061|ἀνέβη|None|CL|Cat="verb"|Id="22"|morphId="420190040061"|Unicode="ἀνέβη"|Lemma="ἀναβαίνω"|Lang="G"|StrongNumber="G03050"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he ~ climbed up"
420190040071|ἐπὶ|420190040081|prep|Cat="prep"|Id="25"|morphId="420190040071"|Unicode="ἐπὶ"|Lemma="ἐπί"|Lang="G"|StrongNumber="G19090"|Morph="P,,,,,A,,,"|Case="Accusative"|English="into"
420190040081|συκομορέαν,|420190040061|ADV|Cat="noun"|Id="27"|morphId="420190040081"|Unicode="συκομορέαν,"|Lemma="συκομορέα"|Lang="G"|StrongNumber="G48090"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="a sycamore tree"
420190040091|ἵνα|420190040101|conj|Cat="conj"|Id="29"|morphId="420190040091"|Unicode="ἵνα"|Lemma="ἵνα"|Lang="G"|StrongNumber="G24430"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="to"
420190040101|ἴδῃ|420190040061|CL|Cat="verb"|Id="33"|morphId="420190040101"|Unicode="ἴδῃ"|Lemma="ὁράω"|Lang="G"|StrongNumber="G37080"|Morph="V,SAA3,,S,"|Mood="Subjunctive"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="see"
420190040111|αὐτόν,|420190040101|O|Cat="pron"|Id="36"|morphId="420190040111"|Unicode="αὐτόν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMS,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="him"
420190040121|ὅτι|420190040141|conj|Cat="conj"|Id="38"|morphId="420190040121"|Unicode="ὅτι"|Lemma="ὅτι"|Lang="G"|StrongNumber="G37540"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="for"
420190040131|ἐκείνης|420190040151|ADV|Cat="pron"|Id="44"|morphId="420190040131"|Unicode="ἐκείνης"|Lemma="ἐκεῖνος"|Lang="G"|StrongNumber="G15650"|Morph="RD,,,,GFS,"|Type="Demonstrative"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="by that way"
420190040151|διέρχεσθαι.|420190040141|O|Cat="verb"|Id="47"|morphId="420190040151"|Unicode="διέρχεσθαι."|Lemma="διέρχομαι"|Lang="G"|StrongNumber="G13300"|Morph="V,NPM,,,,,"|Mood="Infinitive"|Tense="Present"|Voice="Middle"|English="to pass"
