420190010011|καὶ|420190010031|conj|Cat="conj"|Id="3"|morphId="420190010011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190010021|εἰσελθὼν,|420190010031|ADV|Cat="verb"|Id="9"|morphId="420190010021"|Unicode="εἰσελθὼν,"|Lemma="εἰσέρχομαι"|Lang="G"|StrongNumber="G15250"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="entered"
420190040141|ἤμελλεν|420190040061|CL|Cat="verb"|Id="50"|morphId="420190040141"|Unicode="ἤμελλεν"|Lemma="μέλλω"|Lang="G"|StrongNumber="G31950"|Morph="V,IIA3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Singular"|English="he was going to"
420190050011|καὶ|420190050101|conj|Cat="conj"|Id="3"|morphId="420190050011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190050021|ὡς|420190050031|conj|Cat="conj"|Id="6"|morphId="420190050021"|Unicode="ὡς"|Lemma="ὡς"|Lang="G"|StrongNumber="G56130"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="when"
420190050031|ἦλθεν|420190050101|CL|Cat="verb"|Id="10"|morphId="420190050031"|Unicode="ἦλθεν"|Lemma="ἔρχομαι"|Lang="G"|StrongNumber="G20640"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="came"
420190050041|ἐπὶ|420190050061|prep|Cat="prep"|Id="13"|morphId="420190050041"|Unicode="ἐπὶ"|Lemma="ἐπί"|Lang="G"|StrongNumber="G19090"|Morph="P,,,,,A,,,"|Case="Accusative"|English="to"
420190050051|τὸν|420190050061|det|Cat="det"|Id="15"|morphId="420190050051"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="the"
420190050061|τόπον,|420190050031|ADV|Cat="noun"|Id="17"|morphId="420190050061"|Unicode="τόπον,"|Lemma="τόπος"|Lang="G"|StrongNumber="G51170"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="place"
420190050071|ἀναβλέψας,|420190050101|ADV|Cat="verb"|Id="24"|morphId="420190050071"|Unicode="ἀναβλέψας,"|Lemma="ἀναβλέπω"|Lang="G"|StrongNumber="G03080"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="looked up"
420190050081|ὁ|420190050091|det|Cat="det"|Id="27"|morphId="420190050081"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"
420190050091|Ἰησοῦς|420190050101|S|Cat="noun"|Id="29"|morphId="420190050091"|Unicode="Ἰησοῦς"|Lemma="Ἰησοῦς"|Lang="G"|StrongNumber="G24240"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Jesus"
420190050101|εἶπεν|None|CL|Cat="verb"|Id="32"|morphId="420190050101"|Unicode="εἶπεν"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he ~ said"
420190050111|πρὸς|420190050121|prep|Cat="prep"|Id="35"|morphId="420190050111"|Unicode="πρὸς"|Lemma="πρός"|Lang="G"|StrongNumber="G43140"|Morph="P,,,,,A,,,"|Case="Accusative"|English="to"
420190050121|αὐτόν,|420190050101|ADV|Cat="pron"|Id="37"|morphId="420190050121"|Unicode="αὐτόν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMS,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="him"
420190050131|Ζακχαῖε,|420190050151|CL|Cat="noun"|Id="41"|morphId="420190050131"|Unicode="Ζακχαῖε,"|Lemma="Ζακχαῖος"|Lang="G"|StrongNumber="G21950"|Morph="N,,,,,VMS,"|Case="Vocative"|Gender="Masculine"|Number="Singular"|English="Zacchaeus"
420190050141|σπεύσας|420190050151|ADV|Cat="verb"|Id="48"|morphId="420190050141"|Unicode="σπεύσας"|Lemma="σπεύδω"|Lang="G"|StrongNumber="G46920"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="hurry"
420190050151|κατάβηθι,|420190050101|CL|Cat="verb"|Id="51"|morphId="420190050151"|Unicode="κατάβηθι,"|Lemma="καταβαίνω"|Lang="G"|StrongNumber="G25970"|Morph="V,MAA2,,S,"|Mood="Imperative"|Tense="Aorist"|Voice="Active"|Person="Second"|Number="Singular"|English="come down"
420190050171|γὰρ|420190050221|conj|Cat="conj"|Id="53"|morphId="420190050171"|Unicode="γὰρ"|Lemma="γάρ"|Lang="G"|StrongNumber="G10630"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="for"
420190050161|σήμερον|420190050241|ADV|Cat="adv"|Id="60"|morphId="420190050161"|Unicode="σήμερον"|Lemma="σήμερον"|Lang="G"|StrongNumber="G45940"|Morph="D,,,,,,,,,"|English="today"
420190050181|ἐν|420190050201|prep|Cat="prep"|Id="63"|morphId="420190050181"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="at"
420190050191|τῷ|420190050201|det|Cat="det"|Id="65"|morphId="420190050191"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DMS,"|Type="Article"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="the"
420190050201|οἴκῳ|420190050241|ADV|Cat="noun"|Id="68"|morphId="420190050201"|Unicode="οἴκῳ"|Lemma="οἶκος"|Lang="G"|StrongNumber="G36240"|Morph="N,,,,,DMS,"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="house"
420190050211|σου|420190050201|np|Cat="pron"|Id="70"|morphId="420190050211"|Unicode="σου"|Lemma="σύ"|Lang="G"|StrongNumber="G47710"|Morph="RP,,,2G,S,"|Type="Personal"|Person="Second"|Case="Genitive"|Number="Singular"|English="of you"
420190050231|με|420190050241|S|Cat="pron"|Id="73"|morphId="420190050231"|Unicode="με"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1A,S,"|Type="Personal"|Person="First"|Case="Accusative"|Number="Singular"|English="for me"
420190050241|μεῖναι.|420190050221|S|Cat="verb"|Id="76"|morphId="420190050241"|Unicode="μεῖναι."|Lemma="μένω"|Lang="G"|StrongNumber="G33060"|Morph="V,NAA,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Active"|English="stay"
420190050221|δεῖ|420190050151|CL|Cat="verb"|Id="79"|morphId="420190050221"|Unicode="δεῖ"|Lemma="δέω"|Lang="G"|StrongNumber="G12100"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="must"
420190060011|καὶ|420190060031|conj|Cat="conj"|Id="3"|morphId="420190060011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="so"
420190060021|σπεύσας,|420190060031|ADV|Cat="verb"|Id="10"|morphId="420190060021"|Unicode="σπεύσας,"|Lemma="σπεύδω"|Lang="G"|StrongNumber="G46920"|Morph="V,PAA,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="quickly"
420190060031|κατέβη|None|CL|Cat="verb"|Id="13"|morphId="420190060031"|Unicode="κατέβη"|Lemma="καταβαίνω"|Lang="G"|StrongNumber="G25970"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he ~ came down"
420190060041|καὶ|420190060031|conj|Cat="conj"|Id="14"|morphId="420190060041"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190060051|ὑπεδέξατο|420190060031|CL|Cat="verb"|Id="18"|morphId="420190060051"|Unicode="ὑπεδέξατο"|Lemma="ὑποδέχομαι"|Lang="G"|StrongNumber="G52640"|Morph="V,IAM3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Middle"|Person="Third"|Number="Singular"|English="received"
420190060061|αὐτὸν|420190060051|O|Cat="pron"|Id="21"|morphId="420190060061"|Unicode="αὐτὸν"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3AMS,"|Type="Personal"|Person="Third"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="him"
420190060071|χαίρων.|420190060051|ADV|Cat="verb"|Id="26"|morphId="420190060071"|Unicode="χαίρων."|Lemma="χαίρω"|Lang="G"|StrongNumber="G54630"|Morph="V,PPA,NMS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="joyfully"
420190070011|καὶ|420190070041|conj|Cat="conj"|Id="3"|morphId="420190070011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190070021|ἰδόντες,|420190070041|ADV|Cat="verb"|Id="9"|morphId="420190070021"|Unicode="ἰδόντες,"|Lemma="ὁράω"|Lang="G"|StrongNumber="G37080"|Morph="V,PAA,NMP,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="when ~ saw"
420190070031|πάντες|420190070041|S|Cat="pron"|Id="12"|morphId="420190070031"|Unicode="πάντες"|Lemma="πᾶς"|Lang="G"|StrongNumber="G39560"|Morph="RI,,,,NMP,"|Type="Indefinite"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="all"
420190070041|διεγόγγυζον|None|CL|Cat="verb"|Id="15"|morphId="420190070041"|Unicode="διεγόγγυζον"|Lemma="διαγογγύζω"|Lang="G"|StrongNumber="G12340"|Morph="V,IIA3,,P,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Plural"|English="it began to grumble"
420190070051|λέγοντες,|420190070041|ADV|Cat="verb"|Id="21"|morphId="420190070051"|Unicode="λέγοντες,"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,PPA,NMP,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="saying"
420190070061|ὅτι|420190070101|conj|Cat="conj"|Id="23"|morphId="420190070061"|Unicode="ὅτι"|Lemma="ὅτι"|Lang="G"|StrongNumber="G37540"|Morph="CS,,,,,,,,"|Type="Subordinating"
420190070071|παρὰ|420190070091|prep|Cat="prep"|Id="27"|morphId="420190070071"|Unicode="παρὰ"|Lemma="παρά"|Lang="G"|StrongNumber="G38440"|Morph="P,,,,,D,,,"|Case="Dative"|English="with"
420190070081|ἁμαρτωλῷ|420190070091|adjp|Cat="adj"|Id="30"|morphId="420190070081"|Unicode="ἁμαρτωλῷ"|Lemma="ἁμαρτωλός"|Lang="G"|StrongNumber="G02680"|Morph="AA,,,,DMS,"|Type="Ascriptive"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="a sinner"
420190070091|ἀνδρὶ|420190070101|ADV|Cat="noun"|Id="32"|morphId="420190070091"|Unicode="ἀνδρὶ"|Lemma="ἀνήρ"|Lang="G"|StrongNumber="G04350"|Morph="N,,,,,DMS,"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="a man"
420190070101|εἰσῆλθεν|420190070051|CL|Cat="verb"|Id="35"|morphId="420190070101"|Unicode="εἰσῆλθεν"|Lemma="εἰσέρχομαι"|Lang="G"|StrongNumber="G15250"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he has gone"
420190070111|καταλῦσαι.|420190070101|ADV|Cat="verb"|Id="40"|morphId="420190070111"|Unicode="καταλῦσαι."|Lemma="καταλύω"|Lang="G"|StrongNumber="G26470"|Morph="V,NAA,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Active"|English="to be the guest"
420190080021|δὲ,|420190080041|conj|Cat="conj"|Id="3"|morphId="420190080021"|Unicode="δὲ,"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420190080011|σταθεὶς|420190080041|ADV|Cat="verb"|Id="10"|morphId="420190080011"|Unicode="σταθεὶς"|Lemma="ἵστημι"|Lang="G"|StrongNumber="G24760"|Morph="V,PAP,NMS,"|Mood="Participle"|Tense="Aorist"|Voice="Passive"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="stood"
420190080031|Ζακχαῖος|420190080041|S|Cat="noun"|Id="13"|morphId="420190080031"|Unicode="Ζακχαῖος"|Lemma="Ζακχαῖος"|Lang="G"|StrongNumber="G21950"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Zacchaeus"
420190080041|εἶπεν|None|CL|Cat="verb"|Id="16"|morphId="420190080041"|Unicode="εἶπεν"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="said"
