440280010011|καὶ|440280010041|conj|Cat="conj"|Id="3"|morphId="440280010011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
440280010021|διασωθέντες,|440280010041|ADV|Cat="verb"|Id="10"|morphId="440280010021"|Unicode="διασωθέντες,"|Lemma="διασῴζω"|Lang="G"|StrongNumber="G12950"|Morph="V,PAP,NMP,"|Mood="Participle"|Tense="Aorist"|Voice="Passive"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="after ~ had reached safety"
440280010031|τότε|440280010041|ADV|Cat="adv"|Id="13"|morphId="440280010031"|Unicode="τότε"|Lemma="τότε"|Lang="G"|StrongNumber="G51190"|Morph="D,,,,,,,,,"|English="then"
440280010041|ἐπέγνωμεν|None|CL|Cat="verb"|Id="16"|morphId="440280010041"|Unicode="ἐπέγνωμεν"|Lemma="ἐπιγινώσκω"|Lang="G"|StrongNumber="G19210"|Morph="V,IAA1,,P,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="First"|Number="Plural"|English="we ~ learned"
440280010051|ὅτι|440280010061|conj|Cat="conj"|Id="18"|morphId="440280010051"|Unicode="ὅτι"|Lemma="ὅτι"|Lang="G"|StrongNumber="G37540"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="that"
440280010061|Μελίτη|440280010041|CL|Cat="noun"|Id="22"|morphId="440280010061"|Unicode="Μελίτη"|Lemma="Μελίτη"|Lang="G"|StrongNumber="G31940"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="Malta"
440280010071|ἡ|440280010081|det|Cat="det"|Id="25"|morphId="440280010071"|Unicode="ἡ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NFS,"|Type="Article"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="the"
440280010081|νῆσος|440280010061|S|Cat="noun"|Id="27"|morphId="440280010081"|Unicode="νῆσος"|Lemma="νῆσος"|Lang="G"|StrongNumber="G35200"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="island"
440280010091|καλεῖται.|440280010061|VC|Cat="verb"|Id="30"|morphId="440280010091"|Unicode="καλεῖται."|Lemma="καλέω"|Lang="G"|StrongNumber="G25640"|Morph="V,IPP3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Passive"|Person="Third"|Number="Singular"|English="was called"
440280020021|τε|440280020041|conj|Cat="conj"|Id="3"|morphId="440280020021"|Unicode="τε"|Lemma="τέ"|Lang="G"|StrongNumber="G50370"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
440280020011|οἵ|440280020031|det|Cat="det"|Id="8"|morphId="440280020011"|Unicode="οἵ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMP,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="the"
440280020031|βάρβαροι|440280020041|S|Cat="noun"|Id="10"|morphId="440280020031"|Unicode="βάρβαροι"|Lemma="βάρβαρος"|Lang="G"|StrongNumber="G09150"|Morph="NS,,,,NMP,"|Type="Substantive_Adj"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="natives"
440280020041|παρεῖχαν|None|CL|Cat="verb"|Id="13"|morphId="440280020041"|Unicode="παρεῖχαν"|Lemma="παρέχω"|Lang="G"|StrongNumber="G39300"|Morph="V,IIA3,,P,"|Mood="Indicative"|Tense="Imperfect"|Voice="Active"|Person="Third"|Number="Plural"|English="showed"
440280020061|τὴν|440280020081|det|Cat="det"|Id="16"|morphId="440280020061"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AFS,"|Type="Article"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="the"
440280020051|οὐ|440280020071|ADV|Cat="adv"|Id="22"|morphId="440280020051"|Unicode="οὐ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="not"
440280020071|τυχοῦσαν|440280020081|adjp|Cat="verb"|Id="25"|morphId="440280020071"|Unicode="τυχοῦσαν"|Lemma="τυγχάνω"|Lang="G"|StrongNumber="G51770"|Morph="V,PAA,AFS,"|Mood="Participle"|Tense="Aorist"|Voice="Active"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="extraordinary"
