400010040081|ἐγέννησεν|400010040031|CL|Cat="verb"|Id="23"|morphId="400010040081"|Unicode="ἐγέννησεν"|Lemma="γεννάω"|Lang="G"|StrongNumber="G10800"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="father"
400010040091|τὸν|400010040101|det|Cat="det"|Id="26"|morphId="400010040091"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
400010040101|Ναασσών,|400010040081|O|Cat="noun"|Id="28"|morphId="400010040101"|Unicode="Ναασσών,"|Lemma="Ναασσών"|Lang="G"|StrongNumber="G34760"|Morph="N,,,,,AMSI"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Nahshon"
400010040121|δὲ|400010040031|conj|Cat="conj"|Id="29"|morphId="400010040121"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
400010040111|Ναασσὼν|400010040131|S|Cat="noun"|Id="33"|morphId="400010040111"|Unicode="Ναασσὼν"|Lemma="Ναασσών"|Lang="G"|StrongNumber="G34760"|Morph="N,,,,,NMSI"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Nahshon"
400010040131|ἐγέννησεν|400010040031|CL|Cat="verb"|Id="36"|morphId="400010040131"|Unicode="ἐγέννησεν"|Lemma="γεννάω"|Lang="G"|StrongNumber="G10800"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="father"
400010040141|τὸν|400010040151|det|Cat="det"|Id="39"|morphId="400010040141"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
400010040151|Σαλμών,|400010040131|O|Cat="noun"|Id="41"|morphId="400010040151"|Unicode="Σαλμών,"|Lemma="Σαλμών"|Lang="G"|StrongNumber="G45330"|Morph="N,,,,,AMSI"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Salmon"
400010050021|δὲ|400010050031|conj|Cat="conj"|Id="3"|morphId="400010050021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
400010050011|Σαλμὼν|400010050031|S|Cat="noun"|Id="7"|morphId="400010050011"|Unicode="Σαλμὼν"|Lemma="Σαλμών"|Lang="G"|StrongNumber="G45330"|Morph="N,,,,,NMSI"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Salmon"
400010050031|ἐγέννησεν|None|CL|Cat="verb"|Id="10"|morphId="400010050031"|Unicode="ἐγέννησεν"|Lemma="γεννάω"|Lang="G"|StrongNumber="G10800"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="father"
400010050041|τὸν|400010050051|det|Cat="det"|Id="13"|morphId="400010050041"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
400010050051|Βόες|400010050031|O|Cat="noun"|Id="15"|morphId="400010050051"|Unicode="Βόες"|Lemma="Βόες"|Lang="G"|StrongNumber="G10030"|Morph="N,,,,,AMSI"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Boaz"
400010050061|ἐκ|400010050081|prep|Cat="prep"|Id="18"|morphId="400010050061"|Unicode="ἐκ"|Lemma="ἐκ"|Lang="G"|StrongNumber="G15370"|Morph="P,,,,,G,,,"|Case="Genitive"|English="by"
400010050071|τῆς|400010050081|det|Cat="det"|Id="20"|morphId="400010050071"|Unicode="τῆς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GFS,"|Type="Article"|Case="Genitive"|Gender="Feminine"|Number="Singular"
400010050081|Ῥαχάβ,|400010050031|ADV|Cat="noun"|Id="22"|morphId="400010050081"|Unicode="Ῥαχάβ,"|Lemma="Ῥαχάβ"|Lang="G"|StrongNumber="G44770"|Morph="N,,,,,GFSI"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="Rahab"
400010050101|δὲ|400010050031|conj|Cat="conj"|Id="23"|morphId="400010050101"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
400010050091|Βόες|400010050111|S|Cat="noun"|Id="27"|morphId="400010050091"|Unicode="Βόες"|Lemma="Βόες"|Lang="G"|StrongNumber="G10030"|Morph="N,,,,,NMSI"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Boaz"
400010050111|ἐγέννησεν|400010050031|CL|Cat="verb"|Id="30"|morphId="400010050111"|Unicode="ἐγέννησεν"|Lemma="γεννάω"|Lang="G"|StrongNumber="G10800"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="father"
400010050121|τὸν|400010050131|det|Cat="det"|Id="33"|morphId="400010050121"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
400010050131|Ἰωβὴδ|400010050111|O|Cat="noun"|Id="35"|morphId="400010050131"|Unicode="Ἰωβὴδ"|Lemma="Ἰωβήδ"|Lang="G"|StrongNumber="G56010"|Morph="N,,,,,AMSI"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Obed"
400010050141|ἐκ|400010050161|prep|Cat="prep"|Id="38"|morphId="400010050141"|Unicode="ἐκ"|Lemma="ἐκ"|Lang="G"|StrongNumber="G15370"|Morph="P,,,,,G,,,"|Case="Genitive"|English="by"
400010050151|τῆς|400010050161|det|Cat="det"|Id="40"|morphId="400010050151"|Unicode="τῆς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GFS,"|Type="Article"|Case="Genitive"|Gender="Feminine"|Number="Singular"
400010050161|Ῥούθ,|400010050111|ADV|Cat="noun"|Id="42"|morphId="400010050161"|Unicode="Ῥούθ,"|Lemma="Ῥούθ"|Lang="G"|StrongNumber="G45030"|Morph="N,,,,,GFSI"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="Ruth"
400010050181|δὲ|400010050031|conj|Cat="conj"|Id="43"|morphId="400010050181"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
400010050171|Ἰωβὴδ|400010050191|S|Cat="noun"|Id="47"|morphId="400010050171"|Unicode="Ἰωβὴδ"|Lemma="Ἰωβήδ"|Lang="G"|StrongNumber="G56010"|Morph="N,,,,,NMSI"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Obed"
400010050191|ἐγέννησεν|400010050031|CL|Cat="verb"|Id="50"|morphId="400010050191"|Unicode="ἐγέννησεν"|Lemma="γεννάω"|Lang="G"|StrongNumber="G10800"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="father"
400010050201|τὸν|400010050211|det|Cat="det"|Id="53"|morphId="400010050201"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
400010050211|Ἰεσσαί,|400010050191|O|Cat="noun"|Id="55"|morphId="400010050211"|Unicode="Ἰεσσαί,"|Lemma="Ἰεσσαί"|Lang="G"|StrongNumber="G24210"|Morph="N,,,,,AMSI"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Jesse"
400010060021|δὲ|400010060031|conj|Cat="conj"|Id="3"|morphId="400010060021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
400010060011|Ἰεσσαὶ|400010060031|S|Cat="noun"|Id="7"|morphId="400010060011"|Unicode="Ἰεσσαὶ"|Lemma="Ἰεσσαί"|Lang="G"|StrongNumber="G24210"|Morph="N,,,,,NMSI"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Jesse"
400010060031|ἐγέννησεν|None|CL|Cat="verb"|Id="10"|morphId="400010060031"|Unicode="ἐγέννησεν"|Lemma="γεννάω"|Lang="G"|StrongNumber="G10800"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="father"
400010060041|τὸν|400010060051|det|Cat="det"|Id="14"|morphId="400010060041"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
400010060051|Δαυεὶδ|400010060031|O|Cat="noun"|Id="16"|morphId="400010060051"|Unicode="Δαυεὶδ"|Lemma="Δαυείδ"|Lang="G"|StrongNumber="G11380"|Morph="N,,,,,AMSI"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="David"
400010060061|τὸν|400010060071|det|Cat="det"|Id="18"|morphId="400010060061"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="the"
400010060071|βασιλέα.|400010060051|np|Cat="noun"|Id="20"|morphId="400010060071"|Unicode="βασιλέα."|Lemma="βασιλεύς"|Lang="G"|StrongNumber="G09350"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="king"
400010060091|δὲ|400010060101|conj|Cat="conj"|Id="22"|morphId="400010060091"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
400010060081|Δαυεὶδ|400010060101|S|Cat="noun"|Id="26"|morphId="400010060081"|Unicode="Δαυεὶδ"|Lemma="Δαυείδ"|Lang="G"|StrongNumber="G11380"|Morph="N,,,,,NMSI"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="David"
400010060101|ἐγέννησεν|400010060031|CL|Cat="verb"|Id="29"|morphId="400010060101"|Unicode="ἐγέννησεν"|Lemma="γεννάω"|Lang="G"|StrongNumber="G10800"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="was ~ father"
400010060111|τὸν|400010060121|det|Cat="det"|Id="32"|morphId="400010060111"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"
400010060121|Σολομῶνα|400010060101|O|Cat="noun"|Id="34"|morphId="400010060121"|Unicode="Σολομῶνα"|Lemma="Σολομών"|Lang="G"|StrongNumber="G46720"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Solomon"
400010060131|ἐκ|400010060141|prep|Cat="prep"|Id="37"|morphId="400010060131"|Unicode="ἐκ"|Lemma="ἐκ"|Lang="G"|StrongNumber="G15370"|Morph="P,,,,,G,,,"|Case="Genitive"|English="by"
400010060141|τῆς|400010060101|ADV|Cat="pron"|Id="40"|morphId="400010060141"|Unicode="τῆς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,GFS,"|Type="Demonstrative"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="wife"
400010060151|τοῦ|400010060161|det|Cat="det"|Id="42"|morphId="400010060151"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="the wife"
400010060161|Οὐρίου,|400010060141|np|Cat="noun"|Id="44"|morphId="400010060161"|Unicode="Οὐρίου,"|Lemma="Οὐρίας"|Lang="G"|StrongNumber="G37740"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of Uriah"
400010070021|δὲ|400010070031|conj|Cat="conj"|Id="3"|morphId="400010070021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
400010070011|Σολομὼν|400010070031|S|Cat="noun"|Id="7"|morphId="400010070011"|Unicode="Σολομὼν"|Lemma="Σολομών"|Lang="G"|StrongNumber="G46720"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Solomon"
