660210010011|καὶ|660210010021|conj|Cat="conj"|Id="3"|morphId="660210010011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="then"
660210010021|εἶδον|None|CL|Cat="verb"|Id="8"|morphId="660210010021"|Unicode="εἶδον"|Lemma="ὁράω"|Lang="G"|StrongNumber="G37080"|Morph="V,IAA1,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="First"|Number="Singular"|English="I saw"
660210010031|οὐρανὸν|660210010021|O|Cat="noun"|Id="13"|morphId="660210010031"|Unicode="οὐρανὸν"|Lemma="οὐρανός"|Lang="G"|StrongNumber="G37720"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="a ~ heaven"
660210010041|καινὸν|660210010031|adjp|Cat="adj"|Id="15"|morphId="660210010041"|Unicode="καινὸν"|Lemma="καινός"|Lang="G"|StrongNumber="G25370"|Morph="AA,,,,AMS,"|Type="Ascriptive"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="new"
660210010151|γῆ|660210010111|np|Cat="noun"|Id="44"|morphId="660210010151"|Unicode="γῆ"|Lemma="γῆ"|Lang="G"|StrongNumber="G10930"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="earth"
660210010161|ἀπῆλθαν,|660210010021|CL|Cat="verb"|Id="47"|morphId="660210010161"|Unicode="ἀπῆλθαν,"|Lemma="ἀπέρχομαι"|Lang="G"|StrongNumber="G05650"|Morph="V,IAA3,,P,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Plural"|English="had passed away"
660210010171|καὶ|660210010161|conj|Cat="conj"|Id="48"|morphId="660210010171"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210010181|ἡ|660210010191|det|Cat="det"|Id="52"|morphId="660210010181"|Unicode="ἡ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NFS,"|Type="Article"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="the"
660210010191|θάλασσα|660210010211|S|Cat="noun"|Id="54"|morphId="660210010191"|Unicode="θάλασσα"|Lemma="θάλασσα"|Lang="G"|StrongNumber="G22810"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="sea"
660210010201|οὐκ|660210010211|ADV|Cat="adv"|Id="57"|morphId="660210010201"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="no"
660210010211|ἔστιν|660210010161|CL|Cat="verb"|Id="60"|morphId="660210010211"|Unicode="ἔστιν"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="was"
660210010221|ἔτι.|660210010211|ADV|Cat="adv"|Id="63"|morphId="660210010221"|Unicode="ἔτι."|Lemma="ἔτι"|Lang="G"|StrongNumber="G20890"|Morph="D,,,,,,,,,"|English="more"
660210020011|καὶ|660210020081|conj|Cat="conj"|Id="3"|morphId="660210020011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210020081|εἶδον|None|CL|Cat="verb"|Id="7"|morphId="660210020081"|Unicode="εἶδον"|Lemma="ὁράω"|Lang="G"|StrongNumber="G37080"|Morph="V,IAA1,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="First"|Number="Singular"|English="I saw"
660210020021|τὴν|660210020031|det|Cat="det"|Id="13"|morphId="660210020021"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AFS,"|Type="Article"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="the"
660210020031|πόλιν|660210020091|S|Cat="noun"|Id="16"|morphId="660210020031"|Unicode="πόλιν"|Lemma="πόλις"|Lang="G"|StrongNumber="G41720"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="city"
660210020041|τὴν|660210020051|det|Cat="det"|Id="18"|morphId="660210020041"|Unicode="τὴν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AFS,"|Type="Article"|Case="Accusative"|Gender="Feminine"|Number="Singular"
660210020051|ἁγίαν,|660210020031|np|Cat="adj"|Id="20"|morphId="660210020051"|Unicode="ἁγίαν,"|Lemma="ἅγιος"|Lang="G"|StrongNumber="G00400"|Morph="AR,,,,AFS,"|Type="Restrictive"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="holy"
660210020061|Ἰερουσαλὴμ|660210020031|np|Cat="noun"|Id="23"|morphId="660210020061"|Unicode="Ἰερουσαλὴμ"|Lemma="Ἰερουσαλήμ"|Lang="G"|StrongNumber="G24140"|Morph="N,,,,,AFSI"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="Jerusalem"
660210020071|καινὴν,|660210020061|adjp|Cat="adj"|Id="25"|morphId="660210020071"|Unicode="καινὴν,"|Lemma="καινός"|Lang="G"|StrongNumber="G25370"|Morph="AA,,,,AFS,"|Type="Ascriptive"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="new"
660210020091|καταβαίνουσαν|660210020081|O|Cat="verb"|Id="28"|morphId="660210020091"|Unicode="καταβαίνουσαν"|Lemma="καταβαίνω"|Lang="G"|StrongNumber="G25970"|Morph="V,PPA,AFS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="coming down"
660210020101|ἐκ|660210020121|prep|Cat="prep"|Id="31"|morphId="660210020101"|Unicode="ἐκ"|Lemma="ἐκ"|Lang="G"|StrongNumber="G15370"|Morph="P,,,,,G,,,"|Case="Genitive"|English="out of"
660210020111|τοῦ|660210020121|det|Cat="det"|Id="33"|morphId="660210020111"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"
660210020121|οὐρανοῦ|660210020091|ADV|Cat="noun"|Id="35"|morphId="660210020121"|Unicode="οὐρανοῦ"|Lemma="οὐρανός"|Lang="G"|StrongNumber="G37720"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="heaven"
660210020131|ἀπὸ|660210020151|prep|Cat="prep"|Id="38"|morphId="660210020131"|Unicode="ἀπὸ"|Lemma="ἀπό"|Lang="G"|StrongNumber="G05750"|Morph="P,,,,,G,,,"|Case="Genitive"|English="from"
660210020141|τοῦ|660210020151|det|Cat="det"|Id="40"|morphId="660210020141"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"
660210020151|Θεοῦ,|660210020091|ADV|Cat="noun"|Id="42"|morphId="660210020151"|Unicode="Θεοῦ,"|Lemma="θεός"|Lang="G"|StrongNumber="G23160"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="God"
660210020161|ἡτοιμασμένην|660210020091|ADV|Cat="verb"|Id="47"|morphId="660210020161"|Unicode="ἡτοιμασμένην"|Lemma="ἑτοιμάζω"|Lang="G"|StrongNumber="G20900"|Morph="V,PEP,AFS,"|Mood="Participle"|Tense="Perfect"|Voice="Passive"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="prepared"
660210020171|ὡς|660210020181|prep|Cat="conj"|Id="51"|morphId="660210020171"|Unicode="ὡς"|Lemma="ὡς"|Lang="G"|StrongNumber="G56130"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="as"
660210020181|νύμφην,|660210020161|ADV|Cat="noun"|Id="54"|morphId="660210020181"|Unicode="νύμφην,"|Lemma="νύμφη"|Lang="G"|StrongNumber="G35650"|Morph="N,,,,,AFS,"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="a bride"
660210020191|κεκοσμημένην|660210020181|adjp|Cat="verb"|Id="59"|morphId="660210020191"|Unicode="κεκοσμημένην"|Lemma="κοσμέω"|Lang="G"|StrongNumber="G28850"|Morph="V,PEP,AFS,"|Mood="Participle"|Tense="Perfect"|Voice="Passive"|Case="Accusative"|Gender="Feminine"|Number="Singular"|English="adorned"
660210020201|τῷ|660210020211|det|Cat="det"|Id="62"|morphId="660210020201"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DMS,"|Type="Article"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="for the"
660210020211|ἀνδρὶ|660210020191|IO|Cat="noun"|Id="65"|morphId="660210020211"|Unicode="ἀνδρὶ"|Lemma="ἀνήρ"|Lang="G"|StrongNumber="G04350"|Morph="N,,,,,DMS,"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="for ~ husband"
660210020221|αὐτῆς.|660210020211|np|Cat="pron"|Id="67"|morphId="660210020221"|Unicode="αὐτῆς."|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GFS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="of her"
660210030011|καὶ|660210030021|conj|Cat="conj"|Id="3"|morphId="660210030011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210030021|ἤκουσα|None|CL|Cat="verb"|Id="7"|morphId="660210030021"|Unicode="ἤκουσα"|Lemma="ἀκούω"|Lang="G"|StrongNumber="G01910"|Morph="V,IAA1,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="First"|Number="Singular"|English="I heard"
660210030031|φωνῆς|660210030081|S|Cat="noun"|Id="14"|morphId="660210030031"|Unicode="φωνῆς"|Lemma="φωνή"|Lang="G"|StrongNumber="G54560"|Morph="N,,,,,GFS,"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="a ~ voice"
660210030041|μεγάλης|660210030031|adjp|Cat="adj"|Id="16"|morphId="660210030041"|Unicode="μεγάλης"|Lemma="μέγας"|Lang="G"|StrongNumber="G31730"|Morph="AA,,,,GFS,"|Type="Ascriptive"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="loud"
660210030051|ἐκ|660210030071|prep|Cat="prep"|Id="19"|morphId="660210030051"|Unicode="ἐκ"|Lemma="ἐκ"|Lang="G"|StrongNumber="G15370"|Morph="P,,,,,G,,,"|Case="Genitive"|English="from"
660210030061|τοῦ|660210030071|det|Cat="det"|Id="21"|morphId="660210030061"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="the"
660210030071|θρόνου|660210030081|ADV|Cat="noun"|Id="23"|morphId="660210030071"|Unicode="θρόνου"|Lemma="θρόνος"|Lang="G"|StrongNumber="G23620"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="throne"
660210030081|λεγούσης,|660210030021|O|Cat="verb"|Id="26"|morphId="660210030081"|Unicode="λεγούσης,"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,PPA,GFS,"|Mood="Participle"|Tense="Present"|Voice="Active"|Case="Genitive"|Gender="Feminine"|Number="Singular"|English="saying"
660210030091|ἰδοὺ,|660210030161|CL|Cat="intj"|Id="31"|morphId="660210030091"|Unicode="ἰδοὺ,"|Lemma="ὁράω"|Lang="G"|StrongNumber="G37080"|Morph="IDMAA2,,S,"|Type="Directive"|Mood="Imperative"|Tense="Aorist"|Voice="Active"|Person="Second"|Number="Singular"|English="behold"
660210030101|ἡ|660210030111|det|Cat="det"|Id="37"|morphId="660210030101"|Unicode="ἡ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NFS,"|Type="Article"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="the"
660210030111|σκηνὴ|660210030161|S|Cat="noun"|Id="40"|morphId="660210030111"|Unicode="σκηνὴ"|Lemma="σκηνή"|Lang="G"|StrongNumber="G46330"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="dwelling"
660210030121|τοῦ|660210030131|det|Cat="det"|Id="42"|morphId="660210030121"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"
660210030131|Θεοῦ|660210030111|np|Cat="noun"|Id="44"|morphId="660210030131"|Unicode="Θεοῦ"|Lemma="θεός"|Lang="G"|StrongNumber="G23160"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of God"
660210030141|μετὰ|660210030161|prep|Cat="prep"|Id="47"|morphId="660210030141"|Unicode="μετὰ"|Lemma="μετά"|Lang="G"|StrongNumber="G33260"|Morph="P,,,,,G,,,"|Case="Genitive"|English="with"
660210030151|τῶν|660210030161|det|Cat="det"|Id="49"|morphId="660210030151"|Unicode="τῶν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMP,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Plural"
660210030161|ἀνθρώπων,|660210030081|CL|Cat="noun"|Id="51"|morphId="660210030161"|Unicode="ἀνθρώπων,"|Lemma="ἄνθρωπος"|Lang="G"|StrongNumber="G04440"|Morph="N,,,,,GMP,"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="men"
660210030171|καὶ|660210030161|conj|Cat="conj"|Id="52"|morphId="660210030171"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210030181|σκηνώσει|660210030161|CL|Cat="verb"|Id="56"|morphId="660210030181"|Unicode="σκηνώσει"|Lemma="σκηνόω"|Lang="G"|StrongNumber="G46370"|Morph="V,IFA3,,S,"|Mood="Indicative"|Tense="Future"|Voice="Active"|Person="Third"|Number="Singular"|English="he will dwell"
660210030191|μετ’|660210030201|prep|Cat="prep"|Id="59"|morphId="660210030191"|Unicode="μετ’"|Lemma="μετά"|Lang="G"|StrongNumber="G33260"|Morph="P,,,,,G,,,"|Case="Genitive"|English="with"
660210030201|αὐτῶν,|660210030181|ADV|Cat="pron"|Id="61"|morphId="660210030201"|Unicode="αὐτῶν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMP,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="them"
660210030211|καὶ|660210030161|conj|Cat="conj"|Id="62"|morphId="660210030211"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210030221|αὐτοὶ|660210030231|S|Cat="pron"|Id="67"|morphId="660210030221"|Unicode="αὐτοὶ"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3NMP,"|Type="Personal"|Person="Third"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="they"
660210030231|λαοὶ|660210030161|CL|Cat="noun"|Id="71"|morphId="660210030231"|Unicode="λαοὶ"|Lemma="λαός"|Lang="G"|StrongNumber="G29920"|Morph="N,,,,,NMP,"|Case="Nominative"|Gender="Masculine"|Number="Plural"|English="people"
660210030241|αὐτοῦ|660210030231|np|Cat="pron"|Id="73"|morphId="660210030241"|Unicode="αὐτοῦ"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of Him"
660210030251|ἔσονται,|660210030231|VC|Cat="verb"|Id="76"|morphId="660210030251"|Unicode="ἔσονται,"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IFM3,,P,"|Mood="Indicative"|Tense="Future"|Voice="Middle"|Person="Third"|Number="Plural"|English="will be"
660210030261|καὶ|660210030231|conj|Cat="conj"|Id="77"|morphId="660210030261"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210030271|αὐτὸς|660210030291|pron|Cat="pron"|Id="81"|morphId="660210030271"|Unicode="αὐτὸς"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RE,,,3NMS,"|Type="Reflexive"|Person="Third"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Himself"
660210030281|ὁ|660210030291|det|Cat="det"|Id="83"|morphId="660210030281"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"
660210030291|Θεὸς|660210030321|S|Cat="noun"|Id="85"|morphId="660210030291"|Unicode="Θεὸς"|Lemma="θεός"|Lang="G"|StrongNumber="G23160"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="God"
660210030301|ἔσται|660210030321|VC|Cat="verb"|Id="88"|morphId="660210030301"|Unicode="ἔσται"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IFM3,,S,"|Mood="Indicative"|Tense="Future"|Voice="Middle"|Person="Third"|Number="Singular"|English="will be"
660210030311|μετ’|660210030321|prep|Cat="prep"|Id="91"|morphId="660210030311"|Unicode="μετ’"|Lemma="μετά"|Lang="G"|StrongNumber="G33260"|Morph="P,,,,,G,,,"|Case="Genitive"|English="with"
660210030321|αὐτῶν,|660210030231|CL|Cat="pron"|Id="93"|morphId="660210030321"|Unicode="αὐτῶν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMP,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="them"
660210040011|καὶ|660210040021|conj|Cat="conj"|Id="3"|morphId="660210040011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210040021|ἐξαλείψει|None|CL|Cat="verb"|Id="8"|morphId="660210040021"|Unicode="ἐξαλείψει"|Lemma="ἐξαλείφω"|Lang="G"|StrongNumber="G18130"|Morph="V,IFA3,,S,"|Mood="Indicative"|Tense="Future"|Voice="Active"|Person="Third"|Number="Singular"|English="he will wipe away"
660210040031|πᾶν|660210040041|adjp|Cat="det"|Id="13"|morphId="660210040031"|Unicode="πᾶν"|Lemma="πᾶς"|Lang="G"|StrongNumber="G39560"|Morph="EQ,,,,ANS,"|Type="Quantifier"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="every"
660210040041|δάκρυον|660210040021|O|Cat="noun"|Id="15"|morphId="660210040041"|Unicode="δάκρυον"|Lemma="δάκρυον"|Lang="G"|StrongNumber="G11440"|Morph="N,,,,,ANS,"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="tear"
660210040051|ἐκ|660210040071|prep|Cat="prep"|Id="18"|morphId="660210040051"|Unicode="ἐκ"|Lemma="ἐκ"|Lang="G"|StrongNumber="G15370"|Morph="P,,,,,G,,,"|Case="Genitive"|English="from"
660210040061|τῶν|660210040071|det|Cat="det"|Id="20"|morphId="660210040061"|Unicode="τῶν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMP,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="the"
660210040071|ὀφθαλμῶν|660210040021|ADV|Cat="noun"|Id="23"|morphId="660210040071"|Unicode="ὀφθαλμῶν"|Lemma="ὀφθαλμός"|Lang="G"|StrongNumber="G37880"|Morph="N,,,,,GMP,"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="eyes"
660210040081|αὐτῶν,|660210040071|np|Cat="pron"|Id="25"|morphId="660210040081"|Unicode="αὐτῶν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMP,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="of them"
660210040091|καὶ|660210040021|conj|Cat="conj"|Id="26"|morphId="660210040091"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
660210040101|ὁ|660210040111|det|Cat="det"|Id="31"|morphId="660210040101"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,NMS,"|Type="Article"|Case="Nominative"|Gender="Masculine"|Number="Singular"
660210040111|θάνατος|660210040131|S|Cat="noun"|Id="33"|morphId="660210040111"|Unicode="θάνατος"|Lemma="θάνατος"|Lang="G"|StrongNumber="G22880"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="death"
660210040121|οὐκ|660210040131|ADV|Cat="adv"|Id="36"|morphId="660210040121"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="no"
660210040131|ἔσται|660210040021|CL|Cat="verb"|Id="39"|morphId="660210040131"|Unicode="ἔσται"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IFM3,,S,"|Mood="Indicative"|Tense="Future"|Voice="Middle"|Person="Third"|Number="Singular"|English="will be"
660210040141|ἔτι,|660210040131|ADV|Cat="adv"|Id="42"|morphId="660210040141"|Unicode="ἔτι,"|Lemma="ἔτι"|Lang="G"|StrongNumber="G20890"|Morph="D,,,,,,,,,"|English="more"
660210040151|οὔτε|660210040131|conj|Cat="adv"|Id="44"|morphId="660210040151"|Unicode="οὔτε"|Lemma="οὔτε"|Lang="G"|StrongNumber="G37770"|Morph="DO,,,,,,,,"|Type="Correlative"|English="nor"
660210040161|πένθος,|660210040221|S|Cat="noun"|Id="49"|morphId="660210040161"|Unicode="πένθος,"|Lemma="πένθος"|Lang="G"|StrongNumber="G39970"|Morph="N,,,,,NNS,"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="mourning"
660210040171|οὔτε|660210040161|conj|Cat="conj"|Id="50"|morphId="660210040171"|Unicode="οὔτε"|Lemma="οὔτε"|Lang="G"|StrongNumber="G37770"|Morph="CO,,,,,,,,"|Type="Correlative"|English="or"
660210040181|κραυγὴ,|660210040161|np|Cat="noun"|Id="52"|morphId="660210040181"|Unicode="κραυγὴ,"|Lemma="κραυγή"|Lang="G"|StrongNumber="G29060"|Morph="N,,,,,NFS,"|Case="Nominative"|Gender="Feminine"|Number="Singular"|English="crying"
660210040191|οὔτε|660210040161|conj|Cat="conj"|Id="53"|morphId="660210040191"|Unicode="οὔτε"|Lemma="οὔτε"|Lang="G"|StrongNumber="G37770"|Morph="CO,,,,,,,,"|Type="Correlative"|English="or"
660210040201|πόνος,|660210040161|np|Cat="noun"|Id="55"|morphId="660210040201"|Unicode="πόνος,"|Lemma="πόνος"|Lang="G"|StrongNumber="G41920"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="pain"
660210040211|οὐκ|660210040221|ADV|Cat="adv"|Id="58"|morphId="660210040211"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="no"
660210040221|ἔσται|660210040131|CL|Cat="verb"|Id="61"|morphId="660210040221"|Unicode="ἔσται"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IFM3,,S,"|Mood="Indicative"|Tense="Future"|Voice="Middle"|Person="Third"|Number="Singular"|English="will be"
660210040231|ἔτι;|660210040221|ADV|Cat="adv"|Id="64"|morphId="660210040231"|Unicode="ἔτι;"|Lemma="ἔτι"|Lang="G"|StrongNumber="G20890"|Morph="D,,,,,,,,,"|English="more"
