620020010011|τεκνία|620020010041|CL|Cat="noun"|Id="6"|morphId="620020010011"|Unicode="τεκνία"|Lemma="τεκνίον"|Lang="G"|StrongNumber="G50400"|Morph="N,,,,,VNPD"|Case="Vocative"|Gender="Neuter"|Number="Plural"|English="little children"
620020010021|μου,|620020010011|np|Cat="pron"|Id="8"|morphId="620020010021"|Unicode="μου,"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1G,S,"|Type="Personal"|Person="First"|Case="Genitive"|Number="Singular"|English="of me"
620020010031|ταῦτα|620020010041|O|Cat="pron"|Id="13"|morphId="620020010031"|Unicode="ταῦτα"|Lemma="οὗτος"|Lang="G"|StrongNumber="G37780"|Morph="RD,,,,ANP,"|Type="Demonstrative"|Case="Accusative"|Gender="Neuter"|Number="Plural"|English="these things"
620020010041|γράφω|None|CL|Cat="verb"|Id="16"|morphId="620020010041"|Unicode="γράφω"|Lemma="γράφω"|Lang="G"|StrongNumber="G11250"|Morph="V,IPA1,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="First"|Number="Singular"|English="I am writing"
620020010051|ὑμῖν,|620020010041|IO|Cat="pron"|Id="19"|morphId="620020010051"|Unicode="ὑμῖν,"|Lemma="σύ"|Lang="G"|StrongNumber="G47710"|Morph="RP,,,2D,P,"|Type="Personal"|Person="Second"|Case="Dative"|Number="Plural"|English="to you"
620020010061|ἵνα|620020010081|conj|Cat="conj"|Id="21"|morphId="620020010061"|Unicode="ἵνα"|Lemma="ἵνα"|Lang="G"|StrongNumber="G24430"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="so that"
620020010071|μὴ|620020010081|ADV|Cat="adv"|Id="25"|morphId="620020010071"|Unicode="μὴ"|Lemma="μή"|Lang="G"|StrongNumber="G33610"|Morph="D,,,,,,,,,"|English="not"
620020010081|ἁμάρτητε.|620020010041|CL|Cat="verb"|Id="28"|morphId="620020010081"|Unicode="ἁμάρτητε."|Lemma="ἁμαρτάνω"|Lang="G"|StrongNumber="G02640"|Morph="V,SAA2,,P,"|Mood="Subjunctive"|Tense="Aorist"|Voice="Active"|Person="Second"|Number="Plural"|English="you may ~ sin"
620020010091|καὶ|620020010141|conj|Cat="conj"|Id="30"|morphId="620020010091"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="but"
620020010101|ἐάν|620020010121|conj|Cat="conj"|Id="33"|morphId="620020010101"|Unicode="ἐάν"|Lemma="ἐάν"|Lang="G"|StrongNumber="G14370"|Morph="CS,,,,,,,,"|Type="Subordinating"|English="if"
620020010111|τις|620020010121|S|Cat="pron"|Id="37"|morphId="620020010111"|Unicode="τις"|Lemma="τις"|Lang="G"|StrongNumber="G51000"|Morph="RI,,,,NMS,"|Type="Indefinite"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="anyone"
620020010121|ἁμάρτῃ,|620020010141|CL|Cat="verb"|Id="40"|morphId="620020010121"|Unicode="ἁμάρτῃ,"|Lemma="ἁμαρτάνω"|Lang="G"|StrongNumber="G02640"|Morph="V,SAA3,,S,"|Mood="Subjunctive"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="does sin"
620020010141|ἔχομεν|620020010041|CL|Cat="verb"|Id="44"|morphId="620020010141"|Unicode="ἔχομεν"|Lemma="ἔχω"|Lang="G"|StrongNumber="G21920"|Morph="V,IPA1,,P,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="First"|Number="Plural"|English="we have"
620020010151|πρὸς|620020010171|prep|Cat="prep"|Id="47"|morphId="620020010151"|Unicode="πρὸς"|Lemma="πρός"|Lang="G"|StrongNumber="G43140"|Morph="P,,,,,A,,,"|Case="Accusative"|English="with"
620020010161|τὸν|620020010171|det|Cat="det"|Id="49"|morphId="620020010161"|Unicode="τὸν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMS,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="the"
620020010171|Πατέρα,|620020010141|ADV|Cat="noun"|Id="51"|morphId="620020010171"|Unicode="Πατέρα,"|Lemma="πατήρ"|Lang="G"|StrongNumber="G39620"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="father"
620020010131|Παράκλητον|620020010141|O|Cat="noun"|Id="55"|morphId="620020010131"|Unicode="Παράκλητον"|Lemma="παράκλητος"|Lang="G"|StrongNumber="G38750"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="an advocate"
620020010181|Ἰησοῦν|620020010131|np|Cat="noun"|Id="59"|morphId="620020010181"|Unicode="Ἰησοῦν"|Lemma="Ἰησοῦς"|Lang="G"|StrongNumber="G24240"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Jesus"
620020010191|Χριστὸν|620020010181|np|Cat="noun"|Id="61"|morphId="620020010191"|Unicode="Χριστὸν"|Lemma="χριστός"|Lang="G"|StrongNumber="G55470"|Morph="N,,,,,AMS,"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="Christ"
620020010201|δίκαιον;|620020010181|np|Cat="adj"|Id="64"|morphId="620020010201"|Unicode="δίκαιον;"|Lemma="δίκαιος"|Lang="G"|StrongNumber="G13420"|Morph="AA,,,,AMS,"|Type="Ascriptive"|Case="Accusative"|Gender="Masculine"|Number="Singular"|English="righteous"
620020020011|καὶ|620020020031|conj|Cat="conj"|Id="3"|morphId="620020020011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
620020020021|αὐτὸς|620020020031|S|Cat="pron"|Id="8"|morphId="620020020021"|Unicode="αὐτὸς"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3NMS,"|Type="Personal"|Person="Third"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="He"
620020020031|ἱλασμός|None|CL|Cat="noun"|Id="11"|morphId="620020020031"|Unicode="ἱλασμός"|Lemma="ἱλασμός"|Lang="G"|StrongNumber="G24340"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="propitiation"
