450120010021|οὖν|450120010011|conj|Cat="conj"|Id="3"|morphId="450120010021"|Unicode="οὖν"|Lemma="οὖν"|Lang="G"|StrongNumber="G37670"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="therefore"
450120010041|ἀδελφοί,|450120010011|CL|Cat="noun"|Id="7"|morphId="450120010041"|Unicode="ἀδελφοί,"|Lemma="ἀδελφός"|Lang="G"|StrongNumber="G00800"|Morph="N,,,,,VMP,"|Case="Vocative"|Gender="Masculine"|Number="Plural"|English="brothers"
450120010011|παρακαλῶ|None|CL|Cat="verb"|Id="11"|morphId="450120010011"|Unicode="παρακαλῶ"|Lemma="παρακαλέω"|Lang="G"|StrongNumber="G38700"|Morph="V,IPA1,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="First"|Number="Singular"|English="I urge"
450120010051|διὰ|450120010071|prep|Cat="prep"|Id="14"|morphId="450120010051"|Unicode="διὰ"|Lemma="διά"|Lang="G"|StrongNumber="G12230"|Morph="P,,,,,G,,,"|Case="Genitive"|English="by"
450120010061|τῶν|450120010071|det|Cat="det"|Id="16"|morphId="450120010061"|Unicode="τῶν"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMP,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="the"
450120010071|οἰκτιρμῶν|450120010011|ADV|Cat="noun"|Id="19"|morphId="450120010071"|Unicode="οἰκτιρμῶν"|Lemma="οἰκτιρμός"|Lang="G"|StrongNumber="G36280"|Morph="N,,,,,GMP,"|Case="Genitive"|Gender="Masculine"|Number="Plural"|English="mercies"
450120010081|τοῦ|450120010091|det|Cat="det"|Id="21"|morphId="450120010081"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"
450120010091|Θεοῦ,|450120010071|np|Cat="noun"|Id="23"|morphId="450120010091"|Unicode="Θεοῦ,"|Lemma="θεός"|Lang="G"|StrongNumber="G23160"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of God"
450120010031|ὑμᾶς,|450120010101|S|Cat="pron"|Id="29"|morphId="450120010031"|Unicode="ὑμᾶς,"|Lemma="σύ"|Lang="G"|StrongNumber="G47710"|Morph="RP,,,2A,P,"|Type="Personal"|Person="Second"|Case="Accusative"|Number="Plural"|English="you"
450120010101|παραστῆσαι|450120010011|O|Cat="verb"|Id="32"|morphId="450120010101"|Unicode="παραστῆσαι"|Lemma="παρίστημι"|Lang="G"|StrongNumber="G39360"|Morph="V,NAA,,,,,"|Mood="Infinitive"|Tense="Aorist"|Voice="Active"|English="to present"
450120010111|τὰ|450120010121|det|Cat="det"|Id="35"|morphId="450120010111"|Unicode="τὰ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,ANP,"|Type="Article"|Case="Accusative"|Gender="Neuter"|Number="Plural"|English="the"
450120010121|σώματα|450120010101|O|Cat="noun"|Id="38"|morphId="450120010121"|Unicode="σώματα"|Lemma="σῶμα"|Lang="G"|StrongNumber="G49830"|Morph="N,,,,,ANP,"|Case="Accusative"|Gender="Neuter"|Number="Plural"|English="bodies"
