420170010021|δὲ|420170010011|conj|Cat="conj"|Id="3"|morphId="420170010021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420170010011|εἶπεν|None|CL|Cat="verb"|Id="8"|morphId="420170010011"|Unicode="εἶπεν"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he said"
420170010031|πρὸς|420170010051|prep|Cat="prep"|Id="11"|morphId="420170010031"|Unicode="πρὸς"|Lemma="πρός"|Lang="G"|StrongNumber="G43140"|Morph="P,,,,,A,,,"|Case="Accusative"|English="to"
420170010041|τοὺς|420170010051|det|Cat="det"|Id="13"|morphId="420170010041"|Unicode="τοὺς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,AMP,"|Type="Article"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="the"
420170010051|μαθητὰς|420170010011|ADV|Cat="noun"|Id="16"|morphId="420170010051"|Unicode="μαθητὰς"|Lemma="μαθητής"|Lang="G"|StrongNumber="G31010"|Morph="N,,,,,AMP,"|Case="Accusative"|Gender="Masculine"|Number="Plural"|English="disciples"
420170010061|αὐτοῦ,|420170010051|np|Cat="pron"|Id="18"|morphId="420170010061"|Unicode="αὐτοῦ,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GMS,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of him"
420170010071|ἀνένδεκτόν|420170010011|CL|Cat="noun"|Id="23"|morphId="420170010071"|Unicode="ἀνένδεκτόν"|Lemma="ἀνένδεκτος"|Lang="G"|StrongNumber="G04180"|Morph="NP,,,,NNS,"|Type="Predicate_Adj"|Case="Nominative"|Gender="Neuter"|Number="Singular"|English="impossible"
420170010081|ἐστιν|420170010071|VC|Cat="verb"|Id="26"|morphId="420170010081"|Unicode="ἐστιν"|Lemma="εἰμί"|Lang="G"|StrongNumber="G15100"|Morph="V,IPA3,,S,"|Mood="Indicative"|Tense="Present"|Voice="Active"|Person="Third"|Number="Singular"|English="it is"
420170010091|τοῦ|420170010131|det|Cat="pron"|Id="30"|morphId="420170010091"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="RD,,,,GNS,"|Type="Demonstrative"|Case="Genitive"|Gender="Neuter"|Number="Singular"|English="that"
420170010101|τὰ|420170010111|det|Cat="det"|Id="34"|morphId="420170010101"|Unicode="τὰ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,ANP,"|Type="Article"|Case="Accusative"|Gender="Neuter"|Number="Plural"|English="the"
420170010111|σκάνδαλα|420170010131|S|Cat="noun"|Id="36"|morphId="420170010111"|Unicode="σκάνδαλα"|Lemma="σκάνδαλον"|Lang="G"|StrongNumber="G46250"|Morph="N,,,,,ANP,"|Case="Accusative"|Gender="Neuter"|Number="Plural"|English="offenses"
