420040010021|δὲ|420040010061|conj|Cat="conj"|Id="3"|morphId="420040010021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="then"
420040010011|Ἰησοῦς|420040010061|S|Cat="noun"|Id="8"|morphId="420040010011"|Unicode="Ἰησοῦς"|Lemma="Ἰησοῦς"|Lang="G"|StrongNumber="G24240"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Jesus"
420040010031|πλήρης|420040010061|ADV|Cat="noun"|Id="13"|morphId="420040010031"|Unicode="πλήρης"|Lemma="πλήρης"|Lang="G"|StrongNumber="G41340"|Morph="NS,,,,NMS,"|Type="Substantive_Adj"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="full"
420040010041|Πνεύματος|420040010031|advp|Cat="noun"|Id="17"|morphId="420040010041"|Unicode="Πνεύματος"|Lemma="πνεῦμα"|Lang="G"|StrongNumber="G41510"|Morph="N,,,,,GNS,"|Case="Genitive"|Gender="Neuter"|Number="Singular"|English="of ~ Spirit"
420040010051|Ἁγίου,|420040010041|adjp|Cat="adj"|Id="19"|morphId="420040010051"|Unicode="Ἁγίου,"|Lemma="ἅγιος"|Lang="G"|StrongNumber="G00400"|Morph="AA,,,,GNS,"|Type="Ascriptive"|Case="Genitive"|Gender="Neuter"|Number="Singular"|English="Holy"
420040010061|ὑπέστρεψεν|None|CL|Cat="verb"|Id="22"|morphId="420040010061"|Unicode="ὑπέστρεψεν"|Lemma="ὑποστρέφω"|Lang="G"|StrongNumber="G52900"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="returned"
420040010071|ἀπὸ|420040010091|prep|Cat="prep"|Id="25"|morphId="420040010071"|Unicode="ἀπὸ"|Lemma="ἀπό"|Lang="G"|StrongNumber="G05750"|Morph="P,,,,,G,,,"|Case="Genitive"|English="from"
420040010081|τοῦ|420040010091|det|Cat="det"|Id="27"|morphId="420040010081"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="the"
420040010091|Ἰορδάνου,|420040010061|ADV|Cat="noun"|Id="29"|morphId="420040010091"|Unicode="Ἰορδάνου,"|Lemma="Ἰορδάνης"|Lang="G"|StrongNumber="G24460"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="Jordan"
420040010101|καὶ|420040010061|conj|Cat="conj"|Id="30"|morphId="420040010101"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420040010111|ἤγετο|420040010061|CL|Cat="verb"|Id="34"|morphId="420040010111"|Unicode="ἤγετο"|Lemma="ἄγω"|Lang="G"|StrongNumber="G00710"|Morph="V,IIP3,,S,"|Mood="Indicative"|Tense="Imperfect"|Voice="Passive"|Person="Third"|Number="Singular"|English="was led"
420040010121|ἐν|420040010141|prep|Cat="prep"|Id="37"|morphId="420040010121"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="by"
420040010131|τῷ|420040010141|det|Cat="det"|Id="39"|morphId="420040010131"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DNS,"|Type="Article"|Case="Dative"|Gender="Neuter"|Number="Singular"|English="the"
420040010141|Πνεύματι|420040010111|ADV|Cat="noun"|Id="41"|morphId="420040010141"|Unicode="Πνεύματι"|Lemma="πνεῦμα"|Lang="G"|StrongNumber="G41510"|Morph="N,,,,,DNS,"|Case="Dative"|Gender="Neuter"|Number="Singular"|English="Spirit"
420040010151|ἐν|420040010171|prep|Cat="prep"|Id="44"|morphId="420040010151"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="in"
420040010161|τῇ|420040010171|det|Cat="det"|Id="46"|morphId="420040010161"|Unicode="τῇ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DFS,"|Type="Article"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="the"
420040010171|ἐρήμῳ,|420040010111|ADV|Cat="noun"|Id="48"|morphId="420040010171"|Unicode="ἐρήμῳ,"|Lemma="ἔρημος"|Lang="G"|StrongNumber="G20480"|Morph="NS,,,,DFS,"|Type="Substantive_Adj"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="wilderness"
420040020011|ἡμέρας|420040020031|ADV|Cat="noun"|Id="6"|morphId="420040020011"|Unicode="ἡμέρας"|Lemma="ἡμέρα"|Lang="G"|StrongNumber="G22500"|Morph="N,,,,,AFP,"|Case="Accusative"|Gender="Feminine"|Number="Plural"|English="for ~ days"
420040020021|τεσσεράκοντα|420040020011|nump|Cat="det"|Id="9"|morphId="420040020021"|Unicode="τεσσεράκοντα"|Lemma="τεσσεράκοντα"|Lang="G"|StrongNumber="G50620"|Morph="EN,,,,AFP,"|Type="Number"|Case="Accusative"|Gender="Feminine"|Number="Plural"|English="forty"
420040020031|πειραζόμενος|None|CL|Cat="verb"|Id="12"|morphId="420040020031"|Unicode="πειραζόμενος"|Lemma="πειράζω"|Lang="G"|StrongNumber="G39850"|Morph="V,PPP,NMS,"|Mood="Participle"|Tense="Present"|Voice="Passive"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="being tempted"
420040020041|ὑπὸ|420040020061|prep|Cat="prep"|Id="15"|morphId="420040020041"|Unicode="ὑπὸ"|Lemma="ὑπό"|Lang="G"|StrongNumber="G52590"|Morph="P,,,,,G,,,"|Case="Genitive"|English="by"
420040020051|τοῦ|420040020061|det|Cat="det"|Id="17"|morphId="420040020051"|Unicode="τοῦ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,GMS,"|Type="Article"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="the"
420040020061|διαβόλου.|420040020031|ADV|Cat="noun"|Id="19"|morphId="420040020061"|Unicode="διαβόλου."|Lemma="διάβολος"|Lang="G"|StrongNumber="G12280"|Morph="NS,,,,GMS,"|Type="Substantive_Adj"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="devil"
420040020071|καὶ|420040020091|conj|Cat="conj"|Id="21"|morphId="420040020071"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420040020081|οὐκ|420040020091|ADV|Cat="adv"|Id="26"|morphId="420040020081"|Unicode="οὐκ"|Lemma="οὐ"|Lang="G"|StrongNumber="G37560"|Morph="D,,,,,,,,,"|English="he did not eat"
420040020091|ἔφαγεν|420040020031|CL|Cat="verb"|Id="29"|morphId="420040020091"|Unicode="ἔφαγεν"|Lemma="ἐσθίω"|Lang="G"|StrongNumber="G20680"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he ate"
420040020101|οὐδὲν|420040020091|O|Cat="pron"|Id="32"|morphId="420040020101"|Unicode="οὐδὲν"|Lemma="οὐδείς"|Lang="G"|StrongNumber="G37620"|Morph="RI,,,,ANS,"|Type="Indefinite"|Case="Accusative"|Gender="Neuter"|Number="Singular"|English="anything"
420040020111|ἐν|420040020131|prep|Cat="prep"|Id="35"|morphId="420040020111"|Unicode="ἐν"|Lemma="ἐν"|Lang="G"|StrongNumber="G17220"|Morph="P,,,,,D,,,"|Case="Dative"|English="during"
420040020121|ταῖς|420040020131|det|Cat="det"|Id="38"|morphId="420040020121"|Unicode="ταῖς"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DFP,"|Type="Article"|Case="Dative"|Gender="Feminine"|Number="Plural"
420040020131|ἡμέραις|420040020091|ADV|Cat="noun"|Id="40"|morphId="420040020131"|Unicode="ἡμέραις"|Lemma="ἡμέρα"|Lang="G"|StrongNumber="G22500"|Morph="N,,,,,DFP,"|Case="Dative"|Gender="Feminine"|Number="Plural"|English="days"
420040020141|ἐκείναις,|420040020131|np|Cat="det"|Id="42"|morphId="420040020141"|Unicode="ἐκείναις,"|Lemma="ἐκεῖνος"|Lang="G"|StrongNumber="G15650"|Morph="ED,,,,DFP,"|Type="Demonstrative"|Case="Dative"|Gender="Feminine"|Number="Plural"
420040020151|καὶ|420040020091|conj|Cat="conj"|Id="43"|morphId="420040020151"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420040020161|συντελεσθεισῶν|420040020181|CL|Cat="verb"|Id="48"|morphId="420040020161"|Unicode="συντελεσθεισῶν"|Lemma="συντελέω"|Lang="G"|StrongNumber="G49310"|Morph="V,PAP,GFP,"|Mood="Participle"|Tense="Aorist"|Voice="Passive"|Case="Genitive"|Gender="Feminine"|Number="Plural"|English="when ~ were over"
420040020171|αὐτῶν,|420040020161|S|Cat="pron"|Id="51"|morphId="420040020171"|Unicode="αὐτῶν,"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3GFP,"|Type="Personal"|Person="Third"|Case="Genitive"|Gender="Feminine"|Number="Plural"|English="they the days"
420040020181|ἐπείνασεν.|420040020091|CL|Cat="verb"|Id="55"|morphId="420040020181"|Unicode="ἐπείνασεν."|Lemma="πεινάω"|Lang="G"|StrongNumber="G39830"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="he was hungry"
420040030021|δὲ|420040030011|conj|Cat="conj"|Id="3"|morphId="420040030021"|Unicode="δὲ"|Lemma="δέ"|Lang="G"|StrongNumber="G11610"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
420040030011|εἶπεν|None|CL|Cat="verb"|Id="8"|morphId="420040030011"|Unicode="εἶπεν"|Lemma="λέγω"|Lang="G"|StrongNumber="G30040"|Morph="V,IAA3,,S,"|Mood="Indicative"|Tense="Aorist"|Voice="Active"|Person="Third"|Number="Singular"|English="said"
420040030031|αὐτῷ|420040030011|IO|Cat="pron"|Id="11"|morphId="420040030031"|Unicode="αὐτῷ"|Lemma="αὐτός"|Lang="G"|StrongNumber="G08460"|Morph="RP,,,3DMS,"|Type="Personal"|Person="Third"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="to him"
