570010010011|Παῦλος,|None|CL|Cat="noun"|Id="8"|morphId="570010010011"|Unicode="Παῦλος,"|Lemma="Παῦλος"|Lang="G"|StrongNumber="G39720"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Paul"
570010010021|δέσμιος|570010010011|np|Cat="noun"|Id="11"|morphId="570010010021"|Unicode="δέσμιος"|Lemma="δέσμιος"|Lang="G"|StrongNumber="G11980"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="a prisoner"
570010010031|Χριστοῦ|570010010021|np|Cat="noun"|Id="14"|morphId="570010010031"|Unicode="Χριστοῦ"|Lemma="χριστός"|Lang="G"|StrongNumber="G55470"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="of Christ"
570010010041|Ἰησοῦ,|570010010031|np|Cat="noun"|Id="16"|morphId="570010010041"|Unicode="Ἰησοῦ,"|Lemma="Ἰησοῦς"|Lang="G"|StrongNumber="G24240"|Morph="N,,,,,GMS,"|Case="Genitive"|Gender="Masculine"|Number="Singular"|English="Jesus"
570010010051|καὶ|570010010011|conj|Cat="conj"|Id="17"|morphId="570010010051"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
570010010061|Τιμόθεος,|570010010011|np|Cat="noun"|Id="20"|morphId="570010010061"|Unicode="Τιμόθεος,"|Lemma="Τιμόθεος"|Lang="G"|StrongNumber="G50950"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="Timothy"
570010010071|ὁ|570010010081|det|Cat="det"|Id="22"|morphId="570010010071"|Unicode="ὁ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EP,,,,NMS,"|Type="Possessive"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="the"
570010010081|ἀδελφὸς;|570010010061|np|Cat="noun"|Id="24"|morphId="570010010081"|Unicode="ἀδελφὸς;"|Lemma="ἀδελφός"|Lang="G"|StrongNumber="G00800"|Morph="N,,,,,NMS,"|Case="Nominative"|Gender="Masculine"|Number="Singular"|English="brother"
570010010091|Φιλήμονι,|570010010011|IO|Cat="noun"|Id="29"|morphId="570010010091"|Unicode="Φιλήμονι,"|Lemma="Φιλήμων"|Lang="G"|StrongNumber="G53710"|Morph="N,,,,,DMS,"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="To Philemon"
570010010101|τῷ|570010010111|det|Cat="det"|Id="31"|morphId="570010010101"|Unicode="τῷ"|Lemma="ὁ"|Lang="G"|StrongNumber="G35880"|Morph="EA,,,,DMS,"|Type="Article"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="the"
570010010111|ἀγαπητῷ|570010010091|np|Cat="adj"|Id="36"|morphId="570010010111"|Unicode="ἀγαπητῷ"|Lemma="ἀγαπητός"|Lang="G"|StrongNumber="G00270"|Morph="AR,,,,DMS,"|Type="Restrictive"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="dear friend"
570010010121|καὶ|570010010111|conj|Cat="conj"|Id="37"|morphId="570010010121"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
570010010131|συνεργῷ|570010010111|adjp|Cat="noun"|Id="40"|morphId="570010010131"|Unicode="συνεργῷ"|Lemma="συνεργός"|Lang="G"|StrongNumber="G49040"|Morph="NS,,,,DMS,"|Type="Substantive_Adj"|Case="Dative"|Gender="Masculine"|Number="Singular"|English="fellow worker"
570010010141|ἡμῶν,|570010010111|np|Cat="pron"|Id="42"|morphId="570010010141"|Unicode="ἡμῶν,"|Lemma="ἐγώ"|Lang="G"|StrongNumber="G14730"|Morph="RP,,,1G,P,"|Type="Personal"|Person="First"|Case="Genitive"|Number="Plural"|English="of us"
570010020011|καὶ|570010010091|conj|Cat="conj"|Id="43"|morphId="570010020011"|Unicode="καὶ"|Lemma="καί"|Lang="G"|StrongNumber="G25320"|Morph="CC,,,,,,,,"|Type="Coordinating"|English="and"
570010020021|Ἀπφίᾳ,|570010010091|np|Cat="noun"|Id="46"|morphId="570010020021"|Unicode="Ἀπφίᾳ,"|Lemma="Ἀπφία"|Lang="G"|StrongNumber="G06820"|Morph="N,,,,,DFS,"|Case="Dative"|Gender="Feminine"|Number="Singular"|English="to Apphia"
