400010010011	0976
400010010021	1078
400010010031	2424
400010010041	5547
400010010051	5207
400010010061	1138
400010010071	5207
400010010081	0011
400010020011	0011
400010020021	1080
400010020031	3588
400010020041	2464
400010020051	2464
400010020061	1161
400010020071	1080
400010020081	3588
400010020091	2384
400010020101	2384
400010020111	1161
400010020121	1080
400010020131	3588
400010020141	2455
400010020151	2532
400010020161	3588
400010020171	0080
400010020181	0846
400010030011	2455
400010030021	1161
400010030031	1080
400010030041	3588
400010030051	5329
400010030061	2532
400010030071	3588
400010030081	2196
400010030091	1537
400010030101	3588
400010030111	2283
400010030121	5329
400010030131	1161
400010030141	1080
400010030151	3588
400010030161	2074
400010030171	2074
400010030181	1161
400010030191	1080
400010030201	3588
400010030211	0689
400010040011	0689
400010040021	1161
400010040031	1080
400010040041	3588
400010040051	0284
400010040061	0284
400010040071	1161
400010040081	1080
400010040091	3588
400010040101	3476
400010040111	3476
400010040121	1161
400010040131	1080
400010040141	3588
400010040151	4533
400010050011	4533
400010050021	1161
400010050031	1080
400010050041	3588
400010050051	1003b
400010050061	1537
400010050071	3588
400010050081	4477
400010050091	1003b
400010050101	1161
400010050111	1080
400010050121	3588
400010050131	5601a
400010050141	1537
400010050151	3588
400010050161	4503
400010050171	5601a
400010050181	1161
400010050191	1080
400010050201	3588
400010050211	2421
400010060011	2421
400010060021	1161
400010060031	1080
400010060041	3588
400010060051	1138
400010060061	3588
400010060071	0935
400010060081	1138
400010060091	1161
400010060101	1080
400010060111	3588
400010060121	4672
400010060131	1537
400010060141	3588
400010060151	3588
400010060161	3774
400010070011	4672
400010070021	1161
400010070031	1080
400010070041	3588
400010070051	4497
400010070061	4497
400010070071	1161
400010070081	1080
400010070091	3588
400010070101	0007
400010070111	0007
400010070121	1161
400010070131	1080
400010070141	3588
400010070151	0760a
400010080011	0760a
400010080021	1161
400010080031	1080
400010080041	3588
400010080051	2498
400010080061	2498
400010080071	1161
400010080081	1080
400010080091	3588
400010080101	2496
400010080111	2496
400010080121	1161
400010080131	1080
400010080141	3588
400010080151	3604
400010090011	3604
400010090021	1161
400010090031	1080
400010090041	3588
400010090051	2488
400010090061	2488
400010090071	1161
400010090081	1080
400010090091	3588
400010090101	0881
400010090111	0881
400010090121	1161
400010090131	1080
400010090141	3588
400010090151	1478
400010100011	1478
400010100021	1161
400010100031	1080
400010100041	3588
400010100051	3128
400010100061	3128
400010100071	1161
400010100081	1080
400010100091	3588
400010100101	0300
400010100111	0300
400010100121	1161
400010100131	1080
400010100141	3588
400010100151	2502
400010110011	2502
400010110021	1161
400010110031	1080
400010110041	3588
400010110051	2423
400010110061	2532
400010110071	3588
400010110081	0080
400010110091	0846
400010110101	1909
400010110111	3588
400010110121	3350
400010110131	0897
400010120011	3326
400010120021	1161
400010120031	3588
400010120041	3350
400010120051	0897
400010120061	2423
400010120071	1080
400010120081	3588
400010120091	4528
400010120101	4528
400010120111	1161
400010120121	1080
400010120131	3588
400010120141	2216
400010130011	2216
400010130021	1161
400010130031	1080
400010130041	3588
400010130051	0010
400010130061	0010
400010130071	1161
400010130081	1080
400010130091	3588
400010130101	1662
400010130111	1662
400010130121	1161
400010130131	1080
400010130141	3588
400010130151	0107
400010140011	0107
400010140021	1161
400010140031	1080
400010140041	3588
400010140051	4524
400010140061	4524
400010140071	1161
400010140081	1080
400010140091	3588
400010140101	0885
400010140111	0885
400010140121	1161
400010140131	1080
400010140141	3588
400010140151	1664
400010150011	1664
400010150021	1161
400010150031	1080
400010150041	3588
400010150051	1648
400010150061	1648
400010150071	1161
400010150081	1080
400010150091	3588
400010150101	3157
400010150111	3157
400010150121	1161
400010150131	1080
400010150141	3588
400010150151	2384
400010160011	2384
400010160021	1161
400010160031	1080
400010160041	3588
400010160051	2501
400010160061	3588
400010160071	0435
400010160081	3137
400010160091	1537
400010160101	3739
400010160111	1080
400010160121	2424
400010160131	3588
400010160141	3004
400010160151	5547
400010170011	3956
400010170021	3767
400010170031	3588
400010170041	1074
400010170051	0575
400010170061	0011
400010170071	2193
400010170081	1138
400010170091	1074
400010170101	1180
400010170111	2532
400010170121	0575
400010170131	1138
400010170141	2193
400010170151	3588
400010170161	3350
400010170171	0897
400010170181	1074
400010170191	1180
400010170201	2532
400010170211	0575
400010170221	3588
400010170231	3350
400010170241	0897
400010170251	2193
400010170261	3588
400010170271	5547
400010170281	1074
400010170291	1180
400010180011	3588
400010180021	1161
400010180031	2424
400010180041	5547
400010180051	3588
400010180061	1078
400010180071	3779
400010180081	2258
400010180091	3423
400010180101	3588
400010180111	3384
400010180121	0846
400010180131	3137
400010180141	3588
400010180151	2501
400010180161	4250
400010180171	2228
400010180181	4905
400010180191	0846
400010180201	2147
400010180211	1722
400010180221	1064
400010180231	2192
400010180241	1537
400010180251	4151
400010180261	0040
400010190011	2501
400010190021	1161
400010190031	3588
400010190041	0435
400010190051	0846
400010190061	1342
400010190071	5607
400010190081	2532
400010190091	3361
400010190101	2309
400010190111	0846
400010190121	1165
400010190131	1014
400010190141	2977
400010190151	0630
400010190161	0846
400010200011	5023
400010200021	1161
400010200031	0846
400010200041	1760
400010200051	2400
400010200061	0032
400010200071	2962
400010200081	2596
400010200091	3677
400010200101	5316
400010200111	0846
400010200121	3004
400010200131	2501
400010200141	5207
400010200151	1138
400010200161	3361
400010200171	5399
400010200181	3880
400010200191	3137
400010200201	3588
400010200211	1135
400010200221	4675
400010200231	3588
400010200241	1063
400010200251	1722
400010200261	0846
400010200271	1080
400010200281	1537
400010200291	4151
400010200301	2076
400010200311	0040
400010210011	5088
400010210021	1161
400010210031	5207
400010210041	2532
400010210051	2564
400010210061	3588
400010210071	3686
400010210081	0846
400010210091	2424
400010210101	0846
400010210111	1063
400010210121	4982
400010210131	3588
400010210141	2992
400010210151	0846
400010210161	0575
400010210171	3588
400010210181	0266
400010210191	0846
400010220011	5124
400010220021	1161
400010220031	3650
400010220041	1096
400010220051	2443
400010220061	4137
400010220071	3588
400010220081	2036
400010220091	5259
400010220101	2962
400010220111	1223
400010220121	3588
400010220131	4396
400010220141	3004
400010230011	2400
400010230021	3588
400010230031	3933
400010230041	1722
400010230051	1064
400010230061	2192
400010230071	2532
400010230081	5088
400010230091	5207
400010230101	2532
400010230111	2564
400010230121	3588
400010230131	3686
400010230141	0846
400010230151	1694
400010230161	3739
400010230171	2076
400010230181	3177
400010230191	3326
400010230201	2257
400010230211	3588
400010230221	2316
400010240011	1453
400010240021	1161
400010240031	3588
400010240041	2501
400010240051	0575
400010240061	3588
400010240071	5258
400010240081	4160
400010240091	5613
400010240101	4367
400010240111	0846
400010240121	3588
400010240131	0032
400010240141	2962
400010240151	2532
400010240161	3880
400010240171	3588
400010240181	1135
400010240191	0846
400010250011	2532
400010250021	3756
400010250031	1097
400010250041	0846
400010250051	2193
400010250061	3739
400010250071	5088
400010250081	5207
400010250091	2532
400010250101	2564
400010250111	3588
400010250121	3686
400010250131	0846
400010250141	2424
400020010011	3588
400020010021	1161
400020010031	2424
400020010041	1080
400020010051	1722
400020010061	0965
400020010071	3588
400020010081	2449
400020010091	1722
400020010101	2250
400020010111	2264
400020010121	3588
400020010131	0935
400020010141	2400
400020010151	3097
400020010161	0575
400020010171	0395
400020010181	3854
400020010191	1519
400020010201	2414
400020020011	3004
400020020021	4226
400020020031	2076
400020020041	3588
400020020051	5088
400020020061	0935
400020020071	3588
400020020081	2453
400020020091	3708
400020020101	1063
400020020111	0846
400020020121	3588
400020020131	0792
400020020141	1722
400020020151	3588
400020020161	0395
400020020171	2532
400020020181	2064
400020020191	4352
