400010010011	βίβλος	pos:noun;case:nominative;gender:feminine;number:singular
400010010021	γενέσεως	pos:noun;case:genitive;gender:feminine;number:singular
400010010031	Ἰησοῦ	pos:noun;case:genitive;gender:masculine;number:singular
400010010041	Χριστοῦ	pos:noun;case:genitive;gender:masculine;number:singular
